

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
 4758         1816  252052357      0    0.0%  lldp
 4761           61        28   2195    0.0%  mcastfwd
 4764          916  367885157      0    0.0%  ntpd
 4775          440  312927093      0    0.0%  udld
 4776          105  1036514585      0    0.0%  stp
 4777          444  677835387      0    0.0%  vpc
 4788          671  89763720      0    0.0%  interface-vlan
 4969         1653   6566772      0    0.0%  wdpunch_thread
 5000            5        23    243    0.0%  getty
19084          622     10105     61    0.0%  dcos_sshd
19101         1012       492   2057    0.0%  vsh
19472            1         2    506    0.0%  vsh
19473           19         3   6393    0.0%  ps
22482            0         7      5    0.0%  pdflush

CPU util  :   1.5% user,   9.4% kernel,   89.1% idle
