

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
-----  -----------  --------  -----  ------  -----------
    1          960  21260354      0    0.0%  init
    2          710   3336277      0    0.0%  migration/0
    3          148  3863604914      0    0.0%  ksoftirqd/0
    4          657   6053685      0    0.0%  desched/0
    5          789   3391809      0    0.0%  migration/1
    6         2313  2594968680      0    0.0%  ksoftirqd/1
    7          644   6041595      0    0.0%  desched/1
    8         1317  82291551      0    0.0%  events/0
    9          572  98004521      0    0.0%  events/1
   10          491    153362      3    0.0%  khelper
   15            0        32     14    0.0%  kthread
   24            0         2      2    0.0%  kacpid
  463          214     16400     13    0.0%  kblockd/0
  464          232     16089     14    0.0%  kblockd/1
  477           58       452    129    0.0%  khubd
  544         1406   9341834      0    0.0%  pdflush
  546            0         1      4    0.0%  kswapd0
  547            0         2      1    0.0%  aio/0
  548            0         2      1    0.0%  aio/1
 1106            0         2      1    0.0%  kide/0
 1107            0         2      1    0.0%  kide/1
 1110            0         2      1    0.0%  ata/0
 1111            0         2      1    0.0%  ata/1
 1116            0         1      3    0.0%  mtdblockd
 1178         1822  2112830088      0    0.0%  kirqd
 1396            0         1      3    0.0%  scsi_eh_0
 1397         1048   1090258      0    0.0%  usb-storage
 1494         2079   6566736      0    0.0%  cmond/0
 1495         2180   6566728      0    0.0%  cmond/1
 1711           32       409     78    0.0%  kjournald
 1719           17       115    150    0.0%  kjournald
 2489           19         7   2831    0.0%  jffs2_gcd_mtd2
 2549          643    179620      3    0.0%  kjournald
 2564          530       227   2338    0.0%  kjournald
 3052            0        21     35    0.0%  portmap
 3061           72     27375      2    0.0%  nfsd
 3062           70     27363      2    0.0%  nfsd
 3063           70     27363      2    0.0%  nfsd
 3064           81     27363      2    0.0%  nfsd
 3065           76     27363      2    0.0%  nfsd
 3066           71     27363      2    0.0%  nfsd
 3067           86     27365      3    0.0%  nfsd
 3068           87     27365      3    0.0%  nfsd
 3069            0         2     21    0.0%  lockd
 3070            0         1      2    0.0%  rpciod
 3075            0         1     64    0.0%  rpc.mountd
 3081            2         8    338    0.0%  rpc.statd
 3108          599  360677249      0    0.0%  sysmgr
 3762            0         1     14    0.0%  mping-thread
 4010         1798   9853237      0    0.0%  insmod
 4474           13         5   2650    0.0%  xinetd
 4475            3         4    920    0.0%  tftpd
 4476         1294  603018585      0    0.0%  syslogd
 4477           76       965     79    0.0%  sdwrapd
 4478         1937  997154254      0   11.0%  pfma
 4485          325  49248243      0    0.0%  ls-notify-mts-t
 4491         1366  301621782      0    0.0%  usd_mts_kthread
 4498            0         1      6    0.0%  pfm_gem_hp_kern
 4502         1908  24784950      0    0.0%  vshd
 4503           51        11   4697    0.0%  smm
 4504         1979  99146153      0    0.0%  psshelper
 4505          648   1684348      0    0.0%  lmgrd
 4506          181  19858397      0    0.0%  licmgr
 4507         1781      1382   1289    0.0%  fs-daemon
 4508          353  97933808      0    0.0%  feature-mgr
 4509         1241  19810946      0    0.0%  fcfwd
 4510          201      3544     56    0.0%  confcheck
 4511          373  11296583      0    0.0%  capability
 4512         1226  99151581      0    0.0%  psshelper_gsvc
 4519         1459   3379233      0    0.0%  cisco
 4523         2148   9935269      0    0.0%  clis
 4525         1955    232559      8    0.0%  klogd
 4526         2460  22305375      0    0.0%  port-profile
 4527         1061  11316018      0    0.0%  provision
 4532         1662  21778052      0    0.0%  zschk
 4533          961  99040700      0    0.0%  xmlma
 4534         2105  23654216      0    0.0%  vmm
 4535         1976  23635724      0    0.0%  vdc_mgr
 4536         1897  49470123      0    0.0%  ttyd
 4537         2451  12085428      0    0.0%  sysinfo
 4538         1124  32837258      0    0.0%  sunnyvale
 4539          545   7233383      0    0.0%  sensor
 4541          460   1896337      0    0.0%  res_mgr
 4542          448   2094893      0    0.0%  plugin
 4543          839  30107123      0    0.0%  pltfm_config
 4544         1047  19833121      0    0.0%  plog_sup
 4545          840  36683423      0    0.0%  pfstat
 4546         1460  12318354      0    0.0%  obfl
 4547          107       102   1052    0.0%  npacl
 4548         1081  11024174      0    0.0%  nohms
 4549         1921   7701136      0    0.0%  mvsh
 4550         1618  98620730      0    0.0%  ledmgr
 4551          217  48501832      0    0.0%  ifmgr
 4552         2325  20055286      0    0.0%  idehsd
 4553         1271  54496679      0    0.0%  evmc
 4554          269  22037812      0    0.0%  ethpc
 4555         2359  422718742      0    0.0%  eth_dstats
 4556           79       908     87    0.0%  core-dmon
 4557         2187  3213718577      0    0.0%  carmelusd
 4558         2394  32187012      0    0.0%  btcm
 4559          379  49525500      0    0.0%  bootvar
 4560         1898  19756065      0    0.0%  bios_daemon
 4561         1411  26269660      0    0.0%  bcm_usd
 4562         1219   9850371      0    0.0%  athertonusd
 4563         2055  12396594      0    0.0%  ascii-cfg
 4564          141  98924020      0    0.0%  securityd
 4565         2296  99158676      0    0.0%  cert_enroll
 4566         1545  99215383      0    0.0%  aaa
 4567         1790  2995096408      0    0.0%  snmpd
 4569           65        28   2334    0.0%  l3vm
 4570         2276  23782147      0    0.0%  monitor
 4571          137        82   1677    0.0%  mrib
 4572           78       126    625    0.0%  u6rib
 4573          100        87   1157    0.0%  urib
 4581            7        15    474    0.0%  core-client
 4604         1847  100395547      0    0.0%  tacacs
 4605           56        80    711    0.0%  adjmgr
 4606         1658  23705735      0    0.0%  sal
 4608         1891  945141813      0    0.0%  fwm
 4609         2234  22249588      0    0.0%  qd
 4610         1879  212382983      0    0.0%  statsclient
 4611         1771   5353545      0    0.0%  aclmgr
 4612         1787  261403445      0    0.0%  eth_port_channel
 4614          744   9516560      0    0.0%  ipqosmgr
 4615         1044  35437015      0    0.0%  m2rib
 4616         1314  32941973      0    0.0%  vlan_mgr
 4617          625  99331178      0    0.0%  callhome
 4670          620  1967105169      0    0.0%  ethpm
 4671          393  49263830      0    0.0%  afm
 4673           52        21   2509    0.0%  arp
 4674           54        33   1650    0.0%  icmpv6
 4675          183        92   1992    0.0%  netstack
 4714         1506  33662996      0    0.0%  ipfib
 4715         2392  25702122      0    0.0%  mfdm
 4716         1657  23802710      0    0.0%  ufdm
 4735          625  351000982      0    0.0%  radius
 4736          382  1764063813      0    0.0%  cfs
 4737          108        28   3861    0.0%  igmp
 4738           25       881     28    0.0%  ip_dummy
 4739           25       886     29    0.0%  ipv6_dummy
 4740          881  261017692      0    0.0%  lacp
 4741         2474  15284103      0    0.0%  ntp
 4743         1025  23860790      0    0.0%  otm
 4744           25       903     28    0.0%  pktmgr_dummy
 4745           25       909     27    0.0%  tcpudp_dummy
 4746           70        29   2443    0.0%  rpm
 4752          738     43006     17    0.0%  dcos-xinetd
 4756         1593  97514676      0    0.0%  cdp
 4757          271  1359496993      0    0.0%  fex
