

--------------------------------------------------------------------------------
Port          Native  Status        Port
              Vlan                  Channel
--------------------------------------------------------------------------------
Eth1/1        1       trnk-bndl     Po10
Eth1/2        1       trnk-bndl     Po10
Eth1/5        1       trnk-bndl     Po10
Eth1/6        1       trnk-bndl     Po10
Eth1/8        566     trnk-bndl     Po646
Eth1/13       566     trnk-bndl     Po629
Eth1/14       566     trnk-bndl     Po729
Eth1/15       566     trnk-bndl     Po630
Eth1/16       566     trnk-bndl     Po730
Eth1/18       566     trnk-bndl     Po701
Eth1/20       566     trnk-bndl     Po702
Eth1/22       566     trnk-bndl     Po703
Eth1/24       566     trnk-bndl     Po704
Eth1/26       566     trnk-bndl     Po705
Eth1/28       566     trnk-bndl     Po706
Eth1/30       566     trnk-bndl     Po707
Eth1/32       566     trnk-bndl     Po708
Eth1/34       566     trnk-bndl     Po709
Eth1/36       566     trnk-bndl     Po710
Eth1/38       566     trnk-bndl     Po711
Eth1/40       566     trnk-bndl     Po712
Eth1/42       566     trnk-bndl     Po713
Eth1/44       566     trnk-bndl     Po714
Eth1/46       566     trnk-bndl     Po715
Eth1/48       566     trnk-bndl     Po716
Eth1/51       1       trnk-bndl     Po4000
Eth1/52       1       trnk-bndl     Po4000
Eth2/2        566     trnk-bndl     Po717
Eth2/4        566     trnk-bndl     Po718
Eth2/6        566     trnk-bndl     Po719
Eth2/8        566     trnk-bndl     Po720
Eth2/10       566     trnk-bndl     Po721
Eth2/12       566     trnk-bndl     Po722
Eth2/14       566     trnk-bndl     Po723
Eth2/16       566     trnk-bndl     Po724
Eth2/18       566     trnk-bndl     Po725
Eth2/20       566     trnk-bndl     Po726
Eth2/22       566     trnk-bndl     Po727
Eth2/24       566     trnk-bndl     Po728
Eth3/1        566     trnk-bndl     Po632
Eth3/2        566     trnk-bndl     Po732
Eth3/3        566     trnk-bndl     Po631
Eth3/4        566     trnk-bndl     Po731
Eth3/5        566     trnk-bndl     Po639
Eth3/6        566     trnk-bndl     Po739
Eth3/7        566     trunking      --
Eth3/8        566     trunking      --
Eth3/9        566     trunking      --
Eth3/10       566     trunking      --
Eth3/11       566     trunking      --
Eth3/12       566     trunking      --
Eth3/13       566     trunking      --
Eth3/14       566     trunking      --
Eth3/15       566     trnk-bndl     Po637
Eth3/16       566     trnk-bndl     Po737
Eth3/17       566     trnk-bndl     Po638
Eth3/18       566     trnk-bndl     Po738
Eth3/19       566     trnk-bndl     Po640
Eth3/20       566     trnk-bndl     Po641
Eth3/21       566     trnk-bndl     Po642
Eth3/22       566     trnk-bndl     Po643
Eth3/23       566     trnk-bndl     Po644
Eth3/24       566     trnk-bndl     Po645
Po10          1       trunking      --
Po629         566     trunking      --
Po630         566     trunking      --
Po631         566     trunking      --
Po632         566     trunking      --
Po633         566     trunking      --
Po634         566     trunking      --
Po635         566     trunking      --
Po636         566     trunking      --
Po637         566     trunking      --
Po638         566     trunking      --
Po639         566     trunking      --
Po640         566     trunking      --
Po641         566     trunking      --
Po642         566     trunking      --
Po643         566     trunking      --
Po644         566     trunking      --
Po645         566     trunking      --
Po646         566     trunking      --
Po701         566     trunking      --
Po702         566     trunking      --
Po703         566     trunking      --
Po704         566     trunking      --
Po705         566     trunking      --
Po706         566     trunking      --
Po707         566     trunking      --
Po708         566     trunking      --
Po709         566     trunking      --
Po710         566     trunking      --
Po711         566     trunking      --
Po712         566     trunking      --
Po713         566     trunking      --
Po714         566     trunking      --
Po715         566     trunking      --
Po716         566     trunking      --
Po717         566     trunking      --
Po718         566     trunking      --
Po719         566     trunking      --
Po720         566     trunking      --
Po721         566     trunking      --
Po722         566     trunking      --
Po723         566     trunking      --
Po724         566     trunking      --
Po725         566     trunking      --
Po726         566     trunking      --
Po727         566     trunking      --
Po728         566     trunking      --
Po729         566     trunking      --
Po730         566     trunking      --
Po731         566     trunking      --
Po732         566     trunking      --
Po733         566     trunking      --
Po734         566     trunking      --
Po735         566     trunking      --
Po736         566     trunking      --
Po737         566     trunking      --
Po738         566     trunking      --
Po739         566     trunking      --
Po740         566     trunking      --
Po741         566     trunking      --
