

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
 4517         1373  99340716      0    0.0%  psshelper_gsvc
 4525          792   3423579      0    0.0%  cisco
 4528          756   9950653      0    0.0%  clis
 4530           22      1123     20    0.0%  klogd
 4531         2470  22952729      0    0.0%  port-profile
 4532          892  11477021      0    0.0%  provision
 4537         1910  21942566      0    0.0%  zschk
 4538          498  99342877      0    0.0%  xmlma
 4539         1836  23719319      0    0.0%  vmm
 4540         1133  23672995      0    0.0%  vdc_mgr
 4541         2370  49594176      0    0.0%  ttyd
 4542         2128  12095426      0    0.0%  sysinfo
 4543          333  32838815      0    0.0%  sunnyvale
 4544          298   7259156      0    0.0%  sensor
 4546         1762   1898980      0    0.0%  res_mgr
 4547          905   2109716      0    0.0%  plugin
 4548         2327  29750877      0    0.0%  pltfm_config
 4549          591  19906961      0    0.0%  plog_sup
 4550         2437  36943921      0    0.0%  pfstat
 4551          426  12318764      0    0.0%  obfl
 4552          105        55   1910    0.0%  npacl
 4553          428  10776494      0    0.0%  nohms
 4554         1899   7581240      0    0.0%  mvsh
 4555         1001  98620615      0    0.0%  ledmgr
 4556         1867  57074208      0    0.0%  ifmgr
 4557         2435  20296733      0    0.0%  idehsd
 4558         1995  56065693      0    0.0%  evmc
 4559         1153  21987858      0    0.0%  ethpc
 4560         1249  693524206      0    0.0%  eth_dstats
 4561           90       934     96    0.0%  core-dmon
 4562         2056  3804044994      0    0.0%  carmelusd
 4563         2430  32176517      0    0.0%  btcm
 4564          756  49634716      0    0.0%  bootvar
 4565         1917  19783714      0    0.0%  bios_daemon
 4566          462  26273999      0    0.0%  bcm_usd
 4567          666   9850646      0    0.0%  athertonusd
 4568          364  12412289      0    0.0%  ascii-cfg
 4569         1100  99032531      0    0.0%  securityd
 4570          574  99316023      0    0.0%  cert_enroll
 4571          131  99398080      0    0.0%  aaa
 4572           64        27   2377    0.0%  l3vm
 4573          872  23676812      0    0.0%  monitor
 4574          137        48   2865    0.0%  mrib
 4575           78        77   1019    0.0%  u6rib
 4576          101       177    574    0.0%  urib
 4588         1648  1364806706      0    0.0%  snmpd
 4592          735  100692896      0    0.0%  tacacs
 4593           59       132    449    0.0%  adjmgr
 4597            7        16    445    0.0%  core-client
 4603          116   3878066      0    0.0%  aclmgr
 4604         1046  480103031      0    0.0%  eth_port_channel
 4622          802  1544537189      0    0.0%  fwm
 4623         1855  22113972      0    0.0%  qd
 4624         1645  215605490      0    0.0%  statsclient
 4627         1593  99352795      0    0.0%  callhome
 4628         1561   8302890      0    0.0%  ipqosmgr
 4640          236   5810262      0    0.0%  m2rib
 4641         1305  38574741      0    0.0%  vlan_mgr
 4642         1204  23753960      0    0.0%  sal
 4644          973  2565616879      0    0.0%  ethpm
 4650         1779  51322516      0    0.0%  afm
 4660          249  33267376      0    0.0%  ipfib
 4661         1759  25588097      0    0.0%  mfdm
 4662         1315  23864426      0    0.0%  ufdm
 4665           50        17   2942    0.0%  arp
 4666           53        25   2150    0.0%  icmpv6
 4667          179        93   1933    0.0%  netstack
 4742          122  353222890      0    0.0%  radius
 4743         1883  2303707229      0    0.0%  cfs
 4744          109        39   2799    0.0%  igmp
 4745           24       874     28    0.0%  ip_dummy
 4746           24       877     28    0.0%  ipv6_dummy
 4747         1843  260076785      0    0.0%  lacp
 4748           15  15262050      0    0.0%  ntp
 4749          986  23786961      0    0.0%  otm
 4750           25       885     28    0.0%  pktmgr_dummy
 4751           25       896     28    0.0%  tcpudp_dummy
 4756          849     44021     19    0.0%  dcos-xinetd
 4758         1617  215772775      0    0.0%  ntpd
 4759           71        35   2050    0.0%  rpm
 4763         2328  677986726      0    0.0%  vpc
 4764         1331  78371590      0    0.0%  cdp
 4765          257  1822809284      0    0.0%  fex
 4766          455  258014983      0    0.0%  lldp
 4767          379  1385614919      0    0.0%  stp
 4772          157  290391364      0    0.0%  udld
 4773         1774  107765124      0    0.0%  interface-vlan
 4777           61        29   2131    0.0%  mcastfwd
 4903         2183  23743317      0    0.0%  msp
 4905           22  23734352      0    0.0%  vms
 4908          584  33788496      0    0.0%  vim
 5025          236   6566922      0    0.0%  wdpunch_thread
 5059            5        21    268    0.0%  getty
 7950         1581   9342420      0    0.0%  pdflush

CPU util  :   1.0% user,   5.4% kernel,   93.6% idle
