

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
-----  -----------  --------  -----  ------  -----------
    1         1197  21325941      0    0.0%  init
    2          944   3465320      0    0.0%  migration/0
    3          302  3344324155      0    0.0%  ksoftirqd/0
    4          719   6099595      0    0.0%  desched/0
    5          585   3297495      0    0.0%  migration/1
    6         1991  2351687395      0    0.0%  ksoftirqd/1
    7          493   5989802      0    0.0%  desched/1
    8          133  74389735      0    0.0%  events/0
    9          382  98006967      0    0.0%  events/1
   10          643    153395      4    0.0%  khelper
   15            0        32     14    0.0%  kthread
   24            0         2      2    0.0%  kacpid
  463          247     19350     12    0.0%  kblockd/0
  464          274     18527     14    0.0%  kblockd/1
  477            6       440     14    0.0%  khubd
  544          236   4333518      0    0.0%  pdflush
  546            0         1      3    0.0%  kswapd0
  547            0         2      1    0.0%  aio/0
  548            0         2      1    0.0%  aio/1
 1106            0         2      1    0.0%  kide/0
 1107            0         2      1    0.0%  kide/1
 1110            0         2      1    0.0%  ata/0
 1111            0         2      1    0.0%  ata/1
 1116            0         1      3    0.0%  mtdblockd
 1178         1112  1350323211      0    0.0%  kirqd
 1189            0         1      4    0.0%  scsi_eh_0
 1190         1593   1175578      1    0.0%  usb-storage
 1497         1962   6566904      0    0.0%  cmond/0
 1498         1533   6566874      0    0.0%  cmond/1
 1714           45       282    161    0.0%  kjournald
 1722           75       209    360    0.0%  kjournald
 1796          764     11870     64    0.0%  dcos_sshd
 1811         1024       562   1822    0.0%  vsh
 2183            1         5    203    0.0%  vsh
 2184           19         5   3953    0.0%  ps
 2492           18         9   2021    0.0%  jffs2_gcd_mtd2
 2552         1192    197697      6    0.0%  kjournald
 2567          494       260   1903    0.0%  kjournald
 3055            0        21     35    0.0%  portmap
 3064           65     27376      2    0.0%  nfsd
 3065          101     27364      3    0.0%  nfsd
 3066           62     27364      2    0.0%  nfsd
 3067           59     27364      2    0.0%  nfsd
 3068           67     27364      2    0.0%  nfsd
 3069          110     27364      4    0.0%  nfsd
 3070           65     27366      2    0.0%  nfsd
 3071           73     27366      2    0.0%  nfsd
 3072            0         2     21    0.0%  lockd
 3073            0         1      3    0.0%  rpciod
 3078            0         1     66    0.0%  rpc.mountd
 3084            2         8    337    0.0%  rpc.statd
 3111         1953  356292945      0    0.0%  sysmgr
 3765            0         1     13    0.0%  mping-thread
 4015         1056   9852124      0    0.0%  insmod
 4479           13         5   2649    0.0%  xinetd
 4480            3         4    920    0.0%  tftpd
 4481         1708  605714060      0    0.0%  syslogd
 4482           94      1012     93    0.0%  sdwrapd
 4483         2175  1305865912      0    0.0%  pfma
 4490          853  49250190      0    0.0%  ls-notify-mts-t
 4496          782  565970684      0    0.0%  usd_mts_kthread
 4503            0         1     41    0.0%  pfm_gem_hp_kern
 4507         2171  24852883      0    0.0%  vshd
 4508           51        11   4680    0.0%  smm
 4509         1962  99341403      0    0.0%  psshelper
 4510         1519   1686528      0    0.0%  lmgrd
 4511         2313  19936441      0    0.0%  licmgr
 4512         1797      1419   1266    0.0%  fs-daemon
 4513          530  111703955      0    0.0%  feature-mgr
 4514          852  19896164      0    0.0%  fcfwd
 4515          231      3980     58    0.0%  confcheck
 4516          290  11449558      0    0.0%  capability
