

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
-----  -----------  --------  -----  ------  -----------
    1      2403296  47625911     50    0.0%  init
    2            3       304      9    0.0%  kthreadd
    3        22024   4936493      4    0.0%  migration/0
    4     16561081  88987755    186    0.0%  ksoftirqd/0
    5      1991790  61303568     32    0.0%  watchdog/0
    6        20064   4384305      4    0.0%  migration/1
    7     16224435  39040992    415    0.0%  ksoftirqd/1
    8       163437  61303568      2    0.0%  watchdog/1
    9     21913541  322692475     67    0.0%  events/0
   10      8656384  303175081     28    0.0%  events/1
   11            0        54     17    0.0%  khelper
   12           27        11   2492    0.0%  netns
   13           62     10886      5    0.0%  kblockd/0
   14           39      4001      9    0.0%  kblockd/1
   15            0         2      0    0.0%  kacpid
   16            0         2      0    0.0%  kacpi_notify
   17            0         2      0    0.0%  ksuspend_usbd
   18           12       313     41    0.0%  khubd
   19       165018  22928192      7    0.0%  pdflush
   20       144519  19871272      7    0.0%  pdflush
   21            0         2      0    0.0%  kswapd0
   22            0         2      0    0.0%  aio/0
   23            0         2      1    0.0%  aio/1
   24            0         2      0    0.0%  nfsiod
   25            0         2      1    0.0%  kide/0
   26            0         2      2    0.0%  kide/1
   29            0         2      2    0.0%  scsi_eh_0
   30       351711  61893833      5    0.0%  usb-storage
   32            0         2      2    0.0%  rpciod/0
   33            0        17      8    0.0%  rpciod/1
   34      1058686  237635133      4    0.0%  kirqd
  439           12         2   6412    0.0%  jffs2_gcd_mtd2
  545       212510   7649910     27    0.0%  kjournald
  550       119769   7024759     17    0.0%  kjournald
 1241       111922   6754324     16    0.0%  kjournald
 1250       129497   6595473     19    0.0%  kjournald
 1762            1        30     38    0.0%  portmap
 1771            4         5    855    0.0%  rpc.statd
 1786            0         2      3    0.0%  lockd
 1787          188     54882      3    0.0%  nfsd
 1788          214     54873      3    0.0%  nfsd
 1789          189     54879      3    0.0%  nfsd
 1790          197     54868      3    0.0%  nfsd
 1791          194     54875      3    0.0%  nfsd
 1792          187     54876      3    0.0%  nfsd
 1793          203     54871      3    0.0%  nfsd
 1794          193     54869      3    0.0%  nfsd
 1799            0         1    119    0.0%  rpc.mountd
 1822     25066626  574445308     43    0.0%  sysmgr
 2517            0         1     39    0.0%  mping-thread
 2752        96819  19749094      4    0.0%  insmod
 2782     51310360  2147483647     20    0.0%  fcp_thread_intr
 2881            0         2      1    0.0%  bond0
 3186            8         3   2809    0.0%  xinetd
 3187            6        25    247    0.0%  tftpd
 3188      9345353  224313509     41    0.0%  syslogd
 3189          260      2984     87    0.0%  sdwrapd
 3190     77609758  1523793556   2869    1.9%  pfma
 3197       406504  98741121      4    0.0%  ls-notify-mts-t
 3203     31012808  618837033     50    0.0%  usd_mts_kthread
 3210            0         1      9    0.0%  pfm_gem_hp_kern
 3214      1103512  53825596     20    0.0%  vshd
 3215          114        30   3824    0.0%  smm
 3216      1945739  202562382      9    0.0%  psshelper
 3217       152131   3368182     45    0.0%  lmgrd
 3218       849126  42251057     20    0.0%  licmgr
 3219      1119828  10901390    102    0.0%  fs-daemon
 3220      5411993  215197564     25    0.0%  feature-mgr
 3221       585330  41151237     14    0.0%  fcfwd
 3222         2019     29421     68    0.0%  confcheck
 3223       736626  41395199     17    0.0%  capability
 3224      1928623  202505380      9    0.0%  psshelper_gsvc
 3231       660486   5657328    116    0.0%  cisco
 3235      1182109  21711326     54    0.0%  clis
 3243     16017041  59743913    268    0.0%  port-profile
 3246       848373  41818211     20    0.0%  provision
 3258      1576735  82457694     19    0.0%  zschk
 3259      1446410  82001098     17    0.0%  xmpp
 3260      1031873  68733706     15    0.0%  xmlma
 3261      1576587  82456393     19    0.0%  vmm
 3262       763980  27477232     27    0.0%  vman
 3263      1337744  81592926     16    0.0%  vdc_mgr
 3264       928140  101226667      9    0.0%  ttyd
 3265       258363  20412952     12    0.0%  sysinfo
 3266      1176794  65837559     17    0.0%  sunnyvale
 3267    149814931  788584344    189    0.0%  statsprofiler
 3268         2161     13541    159    0.0%  sksd
 3269     24565915  20900824   1175    0.0%  sensor
 3271        44519   3872398     11    0.0%  res_mgr
 3272      2999367  207828885     14    0.0%  plugin
 3273      2791622  94719304     29    0.0%  pltfm_config
 3274      1609089  40993131     39    0.0%  plog_sup
 3275      8314747  123923732     67    0.0%  pfstat
 3276       559756  26852647     20    0.0%  obfl
 3277       743916  41431223     17    0.0%  nohms
 3278     48296191  924391216     52    0.0%  nfp
 3279       524758  27768984     18    0.0%  mvsh
 3280      2033653  85055972     23    0.0%  mcm
 3281      2924808  206066811     14    0.0%  ledmgr
 3282      3702037  68580812     53    0.0%  ifmgr
 3283      4248474  53634020     79    0.0%  idehsd
 3284       495174  27658642     17    0.0%  evms
 3286       396848  20904672     18    0.0%  evmc
 3287      1514172  82189008     18    0.0%  ethpc
 3288     38402360  673616489     57    0.0%  eth_dstats
 3289         1184      4073    290    0.0%  core-dmon
 3291   2330696564  2147483647   1579    0.0%  carmelusd
 3292       952885  101262907      9    0.0%  bootvar
 3293       428573  40330119     10    0.0%  bios_daemon
 3294      2468129  193070502     12    0.0%  bfdc
 3295       979166  52678425     18    0.0%  bcm_usd
 3296       350762  19747829     17    0.0%  athertonusd
 3297       398509  25708184     15    0.0%  ascii-cfg
 3298       260687  13956817     18    0.0%  adbm
 3299      2379755  202845096     11    0.0%  securityd
 3300      1565217  23406129     66    0.0%  PMon
 3301      2137482  203041597     10    0.0%  cert_enroll
 3302      2083860  203039249     10    0.0%  aaa
 3315          170        42   4051    0.0%  l3vm
 3316          147        92   1604    0.0%  urib
 3323       504162   6393949     78    0.0%  aclmgr
 3326      1520466  82639142     18    0.0%  qd
 3327           11        24    479    0.0%  core-client
 3339   3665852615  2147483647    984    0.0%  snmpd
 3346    402850698  2147483647    159    0.0%  fwm
 3348     63814454  2147483647   1550    0.0%  statsclient
 3349          134        39   3459    0.0%  adjmgr
 3350          164      1564    105    0.0%  u6rib
 3355     14764731  14594755   1011    0.0%  copp
 3356          190      1532    124    0.0%  npacl
 3385      1531631  82345926     18    0.0%  sal
 3399            0         2      2    0.0%  kauditd
 3408          183      1064    172    0.0%  arp
 3410          157      1328    118    0.0%  icmpv6
 3411          696      2898    240    0.0%  pktmgr
 3422      2440778  203022303     12    0.0%  callhome
 3435    292481131  2147483647    126    0.0%  fex
 3437     49806308  627468900     79    0.0%  lldp
 3439          294        57   5167    0.0%  netstack
 3450      5116266  217539858     23    0.0%  radius
 3453       463704  12102521     38    0.0%  acllog
 3454     84447812  296868717    284    0.0%  cdp
 3455    485199753  635380219    763    0.0%  cfs
 3456          117        31   3793    0.0%  ecp
 3457          199      1949    102    0.0%  igmp
 3458           41      1909     21    0.0%  ip_dummy
 3459           39      1791     21    0.0%  ipv6_dummy
 3460          180      1769    102    0.0%  mrib
 3461      1570065  82552332     19    0.0%  otm
 3462          146        53   2755    0.0%  rpm
 3463           39      1847     21    0.0%  tcpudp_dummy
 3466         8676     66757    129    0.0%  dcos-xinetd
 3468     15847756  255238457     62    0.0%  tacacs
 3478          155       128   1216    0.0%  mcastfwd
 3590   1385598229  216421743   6402    0.0%  afm
 3591       691730  22103269     31    0.0%  m2rib
 3592      1878879  84496989     22    0.0%  monitor
 3593    542132899  2147483647    150    0.9%  stp
 3594      1450627  45907878     31    0.0%  eth_port_channel
 3595      8301973  38908123    213    0.0%  vlan_mgr
 3596       140585   2284283     61    0.0%  ptplc
 3597      5126174  87443987     58    0.0%  interface-vlan
 3598     25550532  453259499     56    0.0%  vpc
 3600       731408  13915889     52    0.0%  ntp
 3601    467901006  2147483647    192    0.0%  ethpm
 3602      1994751  19772321    100    0.0%  ipqosmgr
 3603     36937037  574458261     64    0.0%  lacp
 3613     10853662  462546103     23    0.0%  ntpd
 3616    477773473  852461009    560    0.0%  udld
 3751     52454635  2147483647     20    0.0%  fcp_thread_sm/0
 3754        79980  13165646      6    0.0%  wdpunch_thread
 3808            3         4    905    0.0%  sh
 3813           36        22   1636    0.0%  libvirtd
