

--------------------------------------------------------------------------------
Port          Native  Status        Port
              Vlan                  Channel
--------------------------------------------------------------------------------
Eth1/1        1       trnk-bndl     Po10
Eth1/2        1       trnk-bndl     Po10
Eth1/5        1       trnk-bndl     Po10
Eth1/6        1       trnk-bndl     Po10
Eth1/7        609     trnk-bndl     Po648
Eth1/8        609     trnk-bndl     Po748
Eth1/9        1       trnk-bndl     Po4000
Eth1/10       1       trnk-bndl     Po4000
Eth1/13       1       trnk-bndl     Po4001
Eth1/14       1       trnk-bndl     Po4001
Eth1/17       609     trnk-bndl     Po628
Eth1/18       609     trnk-bndl     Po728
Eth1/19       609     trnk-bndl     Po629
Eth1/20       609     trnk-bndl     Po729
Eth1/21       609     trnk-bndl     Po630
Eth1/22       609     trnk-bndl     Po730
Eth1/23       609     trunking      --
Eth1/24       609     trunking      --
Eth1/25       566     trunking      --
Eth1/26       566     trunking      --
Eth1/27       609     trnk-bndl     Po652
Eth1/28       609     trnk-bndl     Po752
Eth1/29       609     trnk-bndl     Po653
Eth1/30       609     trnk-bndl     Po753
Eth1/31       609     trnk-bndl     Po650
Eth1/32       609     trnk-bndl     Po750
Eth1/33       609     trnk-bndl     Po654
Eth1/34       609     trnk-bndl     Po754
Eth1/35       609     trnk-bndl     Po649
Eth1/36       609     trnk-bndl     Po749
Eth1/37       609     trnk-bndl     Po651
Eth1/38       609     trnk-bndl     Po751
Eth1/39       566     trunking      --
Eth1/40       566     trunking      --
Eth1/43       609     trnk-bndl     Po635
Eth1/44       609     trnk-bndl     Po735
Eth1/45       609     trnk-bndl     Po645
Eth1/46       609     trnk-bndl     Po745
Eth1/47       609     trnk-bndl     Po646
Eth1/48       609     trnk-bndl     Po746
Eth2/1        609     trnk-bndl     Po636
Eth2/2        609     trnk-bndl     Po736
Eth2/3        609     trnk-bndl     Po637
Eth2/4        609     trnk-bndl     Po737
Eth2/5        609     trnk-bndl     Po638
Eth2/6        609     trnk-bndl     Po738
Eth2/7        609     trnk-bndl     Po639
Eth2/8        609     trnk-bndl     Po739
Eth2/9        609     trnk-bndl     Po655
Eth2/10       609     trnk-bndl     Po755
Eth2/11       609     trnk-bndl     Po656
Eth2/12       609     trnk-bndl     Po756
Eth2/13       609     trnk-bndl     Po619
Eth2/14       609     trnk-bndl     Po719
Eth2/15       609     trnk-bndl     Po621
Eth2/16       609     trnk-bndl     Po721
Eth3/1        609     trnk-bndl     Po623
Eth3/2        609     trnk-bndl     Po723
Eth3/3        609     trnk-bndl     Po625
Eth3/4        609     trnk-bndl     Po725
Eth3/5        609     trnk-bndl     Po627
Eth3/6        609     trnk-bndl     Po727
Eth3/7        609     trnk-bndl     Po618
Eth3/8        609     trnk-bndl     Po718
Eth3/9        609     trnk-bndl     Po620
Eth3/10       609     trnk-bndl     Po720
Eth3/11       609     trnk-bndl     Po622
Eth3/12       609     trnk-bndl     Po722
Eth3/13       609     trnk-bndl     Po624
Eth3/14       609     trnk-bndl     Po724
Eth3/15       609     trnk-bndl     Po626
Eth3/16       609     trnk-bndl     Po726
Eth4/1        609     trnk-bndl     Po647
Eth4/2        609     trnk-bndl     Po747
Eth4/3        609     trnk-bndl     Po657
Eth4/4        609     trnk-bndl     Po757
Eth4/5        609     trnk-bndl     Po658
Eth4/6        609     trnk-bndl     Po758
Eth4/7        609     trnk-bndl     Po659
Eth4/8        609     trnk-bndl     Po759
Eth4/9        609     trnk-bndl     Po601
Eth4/10       609     trnk-bndl     Po701
Eth4/11       609     trnk-bndl     Po602
Eth4/12       609     trnk-bndl     Po702
Eth4/13       609     trnk-bndl     Po603
Eth4/14       609     trnk-bndl     Po703
Eth4/15       609     trnk-bndl     Po604
Eth4/16       609     trnk-bndl     Po704
Po10          1       trunking      --
Po601         609     trunking      --
Po602         609     trunking      --
Po603         609     trunking      --
Po604         609     trunking      --
Po618         609     trunking      --
Po619         609     trunking      --
Po620         609     trunking      --
Po621         609     trunking      --
Po622         609     trunking      --
Po623         609     trunking      --
Po624         609     trunking      --
Po625         609     trunking      --
Po626         609     trunking      --
Po627         609     trunking      --
