

PID    MemAlloc  MemLimit    MemUsed     StackBase/Ptr      Process
22766  10117120  1018180697  380657664   ffc21120/ffc20a90  sla_responder
 6401   3977216  772009849   380432384   ff9df400/ff9dd84c  pltfm_config
20862   9277440  1022289804  379994112   ffaa0820/ffaa0250  smm
20879   2953216  0           379629568   ffa23be0/ffa21e3c  cert_enroll
 6407   3452928  752608243   379613184   ffc75830/ffc747f0  monitorc
 5008  16252928  0           379363328   ffc0a010/ffc09c10  sysmgr
 6004   6975488  778439833   378875904   ff9436c0/ff941330  module
21130   8396800  1018009484  378613760   ffe7fba0/ffe7fa70  ecp
 5822   3153920  823750963   378187776   ffba78f0/ffba6b60  vdc_mgr
21176   4186112  756307340   378150912   ffa407e0/ffa3f780  udld
 5702   2605056  750522150   377667584   ff9a3b50/ff9a34e8  licmgr
21123   6012928  1018216742  377659392   ffde8110/ffde655c  pfstat
20933   3903488  753405734   377552896   ff9c2b40/ff9c1b00  ncpinframgr
21040   3878912  771888198   377294848   ffd98ae0/ffd93a6c  tacacs
21185   3358720  1017599475  377262080   ffed2ab0/ffed0d0c  l2pt
21174   5685248  752554176   375603200   ff948410/ff947120  vrrp-cfg
20893   3850240  763238784   375123968   ff834e40/ff833800  vmm
21177   2912256  755748646   375050240   ffacc930/ffacb900  u2
21133   3375104  1017905856  374841344   ffd2e630/ffd2d5e0  acllog
 5846   2023424  734815628   374464512   ffe25ee0/ffe24eb0  clk_mgr
20857   3207168  0           374329344   ff9db440/ff9db000  feature-mgr
 5830   3534848  756972620   374009856   fffb4040/fffb3adc  res_mgr
20861   5431296  824135276   373915648   ffbb82d0/ffbb72b0  session-mgr
21121   5013504  830671564   373760000   ff907640/ff906610  plsm
20864   2756608  962860800   373653504   ff8b8760/ff8b7c8c  vshd
20885   2953216  753905856   373473280   ff952e50/ff951e20  evms
20882   3481600  750792486   373194752   ff8f27a0/ff8f1980  cli_acl
20878   2764800  0           373161984   ffe77ef0/ffe76a90  aaa
20889   2310144  768396358   373014528   ff80f830/ff80f270  sksd
20891   4304896  753441779   372985856   ffa21590/ffa20540  statsprofiler
20880   2899968  0           372834304   ffca7670/ffca6218  securityd
20919   2789376  1016955174  372527104   ffb860b0/ffb85070  eem_policy_dir
20856   1916928  0           371945472   ffd9def0/ffd9dcd0  confcheck
20860   3330048  1037680371  371281920   fff95c70/fff95840  psshelper
20890   2760704  751544921   371228672   ff92e180/ff92d120  snmpmib_proc
 5843   4034560  662032166   371048448   ffa76840/ffa757e0  diagmgr
21164   2510848  772796992   370950144   ffb8dc60/ffb8d8b0  eth_dstats
20883   2392064  1015193484  370913280   ffb10970/ffb0f950  evmc
20887   2330624  910463699   370700288   ffd0d490/ffd0c250  mvsh
20895   2420736  1014824025  370696192   ffd61ef0/ffd60eb0  xmpp
21054   3149824  472988876   370626560   fff12490/fff0e6bc  dcos-xinetd
20894   1888256  0           370319360   ffc593d0/ffc591b0  xmlma
21046   2281472  0           369963008   ff9f70a0/ff9f32dc  ntpd
 5832   4325376  734288473   369721344   ffdb15d0/ffdb0590  pltfm_debug
 5703   1286144  0           368631808   ffacf720/ffaceeb0  fs-daemon
 5831   2936832  659653209   359395328   ffed1880/ffed084c  plugin
 5825   6991872  752525593   283172864   ff851890/ff8516fc  sysinfo
20886    442368  0           277405696   ffa699f0/ffa695c0  mping_server
21000    434176  658366438   276525056   ff857cf0/ff857938  ip_dummy
21001    434176  658366438   276525056   ff995a20/ff995668  ipv6_dummy
21006    434176  658366438   276525056   fff243b0/fff23ff8  tcpudp_dummy
20855    425984  776329382   7868416     ffba7cb0/ffba7bd8  klogd

All processes: MemAlloc = 1936584704
