
Note: 
--------::Going through port database. Please be patient.::--------

VLAN           Orphan Ports             
-------        -------------------------
139            Eth104/1/2                                                    
172            Eth104/1/2                                                    
174            Eth104/1/2                                                    
177            Eth104/1/2                                                    
178            Eth104/1/2                                                    
180            Eth104/1/2                                                    
184            Eth104/1/2                                                    
193            Eth104/1/2                                                    
280            Eth104/1/2                                                    
294            Eth104/1/2                                                    
3130           Eth104/1/2                                                    
3137           Eth104/1/2                                                    
3138           Eth104/1/2                                                    
3139           Eth104/1/2                                                    
3144           Eth104/1/2                                                    
3153           Eth104/1/2                                                    
3154           Eth104/1/2                                                    
3162           Eth104/1/2                                                    
3184           Eth104/1/2                                                    
3186           Eth104/1/2                                                    
3187           Eth104/1/2                                                    
3188           Eth104/1/2                                                    
3189           Eth104/1/2                                                    
3192           Eth104/1/2                                                    
3198           Eth104/1/2                                                    
3200           Eth104/1/2                                                    
3203           Eth104/1/2                                                    
3318           Eth104/1/2                                                    
3428           Eth104/1/2                                                    
3443           Eth104/1/2                                                    
3488           Eth104/1/2                                                    
3539           Eth104/1/2, Eth104/1/10                                       
3628           Eth104/1/2, Eth104/1/10                                       
3630           Eth104/1/2, Eth104/1/10                                       
3636           Eth104/1/2, Eth104/1/10                                       
3642           Eth104/1/2, Eth104/1/10                                       
3769           Eth104/1/2                                                    
3772           Eth104/1/2                                                    
3801           Eth102/1/1, Eth102/1/2, Eth104/1/2                            
3804           Eth104/1/2                                                    
3812           Eth104/1/2                                                    
3825           Eth104/1/2                                                    
3837           Eth104/1/2                                                    
3842           Eth104/1/2                                                    
3865           Eth104/1/2                                                    
3901           Eth104/1/2                                                    
3902           Eth104/1/2                                                    
3903           Eth104/1/2                                                    
3904           Eth104/1/2                                                    
3905           Eth104/1/2                                                    
3906           Eth104/1/2, Eth112/1/8                                        
3907           Eth104/1/2, Eth104/1/8, Eth104/1/16                           
3908           Eth104/1/2, Eth104/1/8, Eth104/1/16                           
3909           Eth104/1/2                                                    
3915           Eth104/1/2, Eth104/1/10                                       
3924           Eth104/1/2, Eth104/1/10                                       
3925           Eth104/1/2                                                    
3926           Eth104/1/2                                                    
3929           Eth104/1/2                                                    
3930           Eth104/1/2                                                    
3935           Eth104/1/2                                                    
3943           Eth104/1/2                                                    
3952           Eth104/1/2, Eth104/1/10                                       
3953           Eth104/1/2, Eth104/1/10                                       
3954           Eth102/1/10, Eth102/1/11, Eth102/1/12, Eth102/1/13,           
               Eth102/1/14, Eth102/1/15, Eth102/1/16, Eth102/1/19,           
               Eth102/1/20, Eth102/1/23, Eth102/1/24                         
3957           Eth104/1/2, Eth106/1/9, Eth108/1/9, Eth108/1/16               
3958           Eth104/1/2                                                    
3965           Eth104/1/2                                                    
3966           Eth104/1/2, Eth104/1/10                                       
