

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
-----  -----------  --------  -----  ------  -----------
    1        38060    892125      0   0.00%  init
 2743          140        58      0   0.00%  sdwrapd
 2745     98009380  23273606      0   0.00%  pfmclnt
 3058            0         7      0   0.00%  xinetd
 3059            0         6      0   0.00%  tftpd
 3060          100       111      0   0.00%  sdwrapd
 3062          170       137      0   0.00%  fw_app
 3063        24950   1483349      0   0.00%  dme_proxy
 3065      4533080  11125481      0   0.00%  platform
 3069        25320   1483324      0   0.00%  dme_bootup_proxy
 3070          650       195      0   0.00%  event_manager
 3071        78480   4449694      0   0.00%  mts_telemetry_mgr
 3072          970       267      0   0.00%  policyelem
 3103       225660   4499865      0   0.00%  syslogd
 3105       217620   5442686      0   0.00%  vshd
 3106         5660     88605      0   0.00%  template_manager
 3107        11570    220579      0   0.00%  tamnw
 3108           60        85      0   0.00%  smm
 3109        97800   4451232      0   0.00%  psshelper
 3110        35050    906897      0   0.00%  pixm_vl
 3111        33190    905183      0   0.00%  pixm_gl
 3112          700       144      0   0.00%  nginx
 3113         5180     88635      0   0.00%  mmode
 3114         4680     74374      0   0.00%  lmgrd
 3115       132220    291626      0   0.00%  fs-daemon
 3116       174760   7191119      0   0.00%  feature-mgr
 3117         3200     41059      0   0.00%  confcheck
 3118        16270    459407      0   0.00%  capability
 3119        27290    501207      0   0.00%  bloggerd
 3120        98030   4450651      0   0.00%  psshelper_gsvc
 3130       239080   4601247      0   0.00%  tams_proc
 3131      1074620   3706881      0   0.00%  clis
 3132        29980    905808      0   0.00%  licmgr
 3156         8040     74930      0   0.00%  cisco
 3182       424160   4160011      0   0.00%  tamd_proc
 3184        40420   1488286      0   0.00%  xmlma
 3185        29910    904673      0   0.00%  vmm
 3186        41310    905535      0   0.00%  vdc_mgr
 3187        96510    892867      0   0.00%  usbhsd
 3188        73840   2232766      0   0.00%  ttyd
 3189     31345440   5615759      0   0.00%  sysinfo
 3190        17090    484003      0   0.00%  snmpmib_proc
 3191         8560     14560      0   0.00%  sksd
 3193         7330     99792      0   0.00%  res_mgr
 3194        97110   4466775      0   0.00%  plugin
 3195        25800    901521      0   0.00%  plog_sup
 3196        72530   4454845      0   0.00%  patch-installer
 3197          210        76      0   0.00%  nxapi
 3198        11500    311343      0   0.00%  mvsh
 3199          300       177      0   0.00%  mts_mgr
 3200           80       100      0   0.00%  mping_server
 3201       318710   1734757      0   0.00%  module
 3202          230        91      0   0.00%  kim
 3203        17970    459467      0   0.00%  kafka
 3204          320       320      0   0.00%  issu_helper
 3205        12240    311293      0   0.00%  evms
 3207          120       121      0   0.00%  epld_upgrade_stdby
 3208      1375670    890839      0   0.00%  diagclient
 3209        90060   1216638      0   0.00%  dhclient
 3210        81360    889931      0   0.00%  crdcfg_server
 3211         2560     14378      0   0.00%  core-dmon
 3212        13490    163239      0   0.00%  clk_mgr
 3213        22920    898705      0   0.00%  bios_daemon
 3214        24630    571568      0   0.00%  ascii-cfg
 3215       110410   4463843      0   0.00%  securityd
 3216       137040   4462711      0   0.00%  cert_enroll
 3217       136340   4747366      0   0.00%  aaa
 3221        13550    570232      0   0.00%  obfl
 3222        80040    427059      0   0.00%  aclmgr
 3231          440       518      0   0.00%  urib
 3306          110       106      0   0.00%  ExceptionLog
