
Legend: 
	* - primary entry, G - Gateway MAC, (R) - Routed MAC, O - Overlay MAC
	age - seconds since last seen,+ - primary entry using vPC Peer-Link,
	(T) - True, (F) - False, C - ControlPlane MAC, ~ - vsan
   VLAN     MAC Address      Type      age     Secure NTFY Ports
---------+-----------------+--------+---------+------+----+------------------
+ 3801     0050.56a4.c7f0   dynamic  0         F      F    Po7
+ 3801     0050.56a4.cc8c   dynamic  0         F      F    Po7
+ 3801     0050.56a4.d592   dynamic  0         F      F    Po7
+ 3801     0050.56a4.d604   dynamic  0         F      F    Po7
* 3801     0050.56a4.d63f   dynamic  0         F      F    Po7
+ 3801     0050.56a4.d90f   dynamic  0         F      F    Po7
+ 3801     0050.56a4.e0a4   dynamic  0         F      F    Po7
+ 3801     0050.56a4.e1e7   dynamic  0         F      F    Po7
+ 3801     0050.56a4.e225   dynamic  0         F      F    Po7
+ 3801     0050.56a4.e65e   dynamic  0         F      F    Po7
+ 3801     0050.56a4.ea36   dynamic  0         F      F    Po7
+ 3801     0050.56a4.ef6e   dynamic  0         F      F    Po7
+ 3801     0050.56a4.f306   dynamic  0         F      F    Po7
+ 3801     0050.56a4.f42d   dynamic  0         F      F    Po7
+ 3801     0050.56a4.f483   dynamic  0         F      F    Po7
+ 3801     0050.56a4.f50c   dynamic  0         F      F    Po7
+ 3801     0050.56a4.f55d   dynamic  0         F      F    Po7
+ 3801     0050.56a4.f725   dynamic  0         F      F    Po7
+ 3801     00de.fb1a.5242   dynamic  0         F      F    Po7
+ 3801     00de.fb1a.5243   dynamic  0         F      F    Po7
+ 3801     00de.fb1a.5c43   dynamic  0         F      F    Po7
+ 3801     1402.ec8c.31c0   dynamic  0         F      F    Po7
* 3807     0000.0c9f.fedf   dynamic  0         F      F    Po7
+ 3807     0050.569d.0348   dynamic  0         F      F    Po7
+ 3807     0050.569d.0478   dynamic  0         F      F    Po7
* 3807     0050.569d.08e5   dynamic  0         F      F    Po7
+ 3807     0050.569d.0e90   dynamic  0         F      F    Po7
* 3807     0050.569d.0ebc   dynamic  0         F      F    Po7
+ 3807     0050.569d.0ff6   dynamic  0         F      F    Po7
+ 3807     0050.569d.1209   dynamic  0         F      F    Po7
* 3807     0050.569d.2024   dynamic  0         F      F    Po7
* 3807     0050.569d.20bd   dynamic  0         F      F    Po7
* 3807     0050.569d.2795   dynamic  0         F      F    Po7
* 3807     0050.569d.2b4c   dynamic  0         F      F    Po7
* 3807     0050.569d.2c50   dynamic  0         F      F    Po7
* 3807     0050.569d.2eb3   dynamic  0         F      F    Po7
* 3807     0050.569d.384d   dynamic  0         F      F    Po7
* 3807     0050.569d.38c5   dynamic  0         F      F    Po7
* 3807     0050.569d.3ae5   dynamic  0         F      F    Po7
* 3807     0050.569d.3c15   dynamic  0         F      F    Po7
+ 3807     0050.569d.3dd0   dynamic  0         F      F    Po7
* 3807     0050.569d.4258   dynamic  0         F      F    Po7
+ 3807     0050.569d.4283   dynamic  0         F      F    Po7
* 3807     0050.569d.4328   dynamic  0         F      F    Po7
* 3807     0050.569d.43f2   dynamic  0         F      F    Po7
+ 3807     0050.569d.4550   dynamic  0         F      F    Po7
+ 3807     0050.569d.45e6   dynamic  0         F      F    Po7
+ 3807     0050.569d.4805   dynamic  0         F      F    Po7
* 3807     0050.569d.483e   dynamic  0         F      F    Po7
* 3807     0050.569d.5659   dynamic  0         F      F    Po7
* 3807     0050.569d.5675   dynamic  0         F      F    Po7
+ 3807     0050.569d.5919   dynamic  0         F      F    Po7
* 3807     0050.569d.5ccb   dynamic  0         F      F    Po7
+ 3807     0050.569d.616b   dynamic  0         F      F    Po7
* 3807     0050.569d.6222   dynamic  0         F      F    Po7
+ 3807     0050.569d.6d4e   dynamic  0         F      F    Po7
+ 3807     0050.569d.70bc   dynamic  0         F      F    Po7
* 3807     0050.569d.70e3   dynamic  0         F      F    Po7
* 3807     0050.569d.841f   dynamic  0         F      F    Po7
+ 3807     0050.569d.8714   dynamic  0         F      F    Po7
* 3807     0050.569d.871d   dynamic  0         F      F    Po7
* 3807     0050.569d.8d51   dynamic  0         F      F    Po7
+ 3807     0050.569d.9062   dynamic  0         F      F    Po7
* 3807     0050.569d.9277   dynamic  0         F      F    Po7
* 3807     0050.569d.958f   dynamic  0         F      F    Po7
* 3807     0050.569d.96d8   dynamic  0         F      F    Po7
* 3807     0050.569d.9762   dynamic  0         F      F    Po7
* 3807     0050.569d.9880   dynamic  0         F      F    Po7
+ 3807     0050.569d.98a5   dynamic  0         F      F    Po7
+ 3807     0050.569d.9d43   dynamic  0         F      F    Po7
+ 3807     0050.569d.9fb1   dynamic  0         F      F    Po7
* 3807     0050.569d.a178   dynamic  0         F      F    Po7
+ 3807     0050.569d.a17e   dynamic  0         F      F    Po7
* 3807     0050.569d.a303   dynamic  0         F      F    Po7
+ 3807     0050.569d.a39a   dynamic  0         F      F    Po7
* 3807     0050.569d.a4ad   dynamic  0         F      F    Po7
+ 3807     0050.569d.a517   dynamic  0         F      F    Po7
* 3807     0050.569d.a72c   dynamic  0         F      F    Po7
+ 3807     0050.569d.a972   dynamic  0         F      F    Po7
+ 3807     0050.569d.b5ae   dynamic  0         F      F    Po7
* 3807     0050.569d.b736   dynamic  0         F      F    Po7
+ 3807     0050.569d.bf48   dynamic  0         F      F    Po7
+ 3807     0050.569d.bf7e   dynamic  0         F      F    Po7
* 3807     0050.569d.c6e7   dynamic  0         F      F    Po7
* 3807     0050.569d.c816   dynamic  0         F      F    Po7
+ 3807     0050.569d.c828   dynamic  0         F      F    Po7
* 3807     0050.569d.cd2d   dynamic  0         F      F    Po7
* 3807     0050.569d.da4e   dynamic  0         F      F    Po7
* 3807     0050.569d.db17   dynamic  0         F      F    Po7
* 3807     0050.569d.dcbd   dynamic  0         F      F    Po7
* 3807     0050.569d.e098   dynamic  0         F      F    Po7
* 3807     0050.569d.e7be   dynamic  0         F      F    Po7
* 3807     0050.569d.e7ea   dynamic  0         F      F    Po7
* 3807     0050.569d.e86e   dynamic  0         F      F    Po7
+ 3807     0050.569d.e9ae   dynamic  0         F      F    Po7
* 3807     0050.569d.f4e2   dynamic  0         F      F    Po7
* 3807     0050.569d.fca0   dynamic  0         F      F    Po7
+ 3807     0050.56bd.3456   dynamic  0         F      F    Po7
+ 3807     0050.56bd.37ae   dynamic  0         F      F    Po7
+ 3807     0050.56bd.442d   dynamic  0         F      F    Po7
* 3807     0050.56bd.5bf7   dynamic  0         F      F    Po7
+ 3807     0050.56bd.5d14   dynamic  0         F      F    Po7
+ 3807     0050.56bd.5e53   dynamic  0         F      F    Po7
+ 3807     00de.fb1a.5242   dynamic  0         F      F    Po7
* 3807     00de.fb1a.5c42   dynamic  0         F      F    Po7
+ 3807     1402.ec8b.fda8   dynamic  0         F      F    Po303
+ 3807     5cb9.018f.3f0d   dynamic  0         F      F    Po7
+ 3807     6c3b.e5a9.6df0   dynamic  0         F      F    Po7
+ 3807     a400.e2c5.dd2e   dynamic  0         F      F    Po307
+ 3807     a400.e2d3.ac3b   dynamic  0         F      F    Po7
* 3807     a400.e2d3.b28c   dynamic  0         F      F    Po7
* 3807     a400.e2ef.3c7e   dynamic  0         F      F    Po7
  3807     cc64.a656.4b33   dynamic  0         F      F    vPC Peer-Link
+ 3807     cc64.a6ef.04b3   dynamic  0         F      F    Po7
+ 3808     0000.0c9f.fee0   dynamic  0         F      F    Po7
+ 3808     0050.569d.1548   dynamic  0         F      F    Po7
+ 3808     0050.569d.1c75   dynamic  0         F      F    Po7
+ 3808     0050.569d.2139   dynamic  0         F      F    Po7
+ 3808     0050.569d.4647   dynamic  0         F      F    Po7
+ 3808     0050.569d.4f87   dynamic  0         F      F    Po7
+ 3808     0050.569d.50ac   dynamic  0         F      F    Po7
+ 3808     0050.569d.5437   dynamic  0         F      F    Po7
+ 3808     0050.569d.5b35   dynamic  0         F      F    Po7
+ 3808     0050.569d.61ef   dynamic  0         F      F    Po7
+ 3808     0050.569d.7347   dynamic  0         F      F    Po7
+ 3808     0050.569d.73f8   dynamic  0         F      F    Po7
+ 3808     0050.569d.7b87   dynamic  0         F      F    Po7
+ 3808     0050.569d.8565   dynamic  0         F      F    Po7
+ 3808     0050.569d.8e33   dynamic  0         F      F    Po7
+ 3808     0050.569d.9ea7   dynamic  0         F      F    Po7
+ 3808     0050.569d.b291   dynamic  0         F      F    Po7
+ 3808     0050.569d.bc62   dynamic  0         F      F    Po7
+ 3808     0050.569d.bfb0   dynamic  0         F      F    Po7
+ 3808     0050.569d.c0ca   dynamic  0         F      F    Po7
+ 3808     0050.569d.cbd5   dynamic  0         F      F    Po7
+ 3808     0050.569d.cc80   dynamic  0         F      F    Po7
+ 3808     0050.569d.de05   dynamic  0         F      F    Po7
+ 3808     0050.569d.e76f   dynamic  0         F      F    Po7
+ 3808     0050.569d.e80e   dynamic  0         F      F    Po7
+ 3808     0050.569d.ec52   dynamic  0         F      F    Po7
+ 3808     0050.569d.ec79   dynamic  0         F      F    Po7
+ 3808     0050.569d.f1e5   dynamic  0         F      F    Po7
+ 3808     0050.569d.f7f4   dynamic  0         F      F    Po7
+ 3808     0050.569d.fa9c   dynamic  0         F      F    Po7
+ 3808     00de.fb1a.5242   dynamic  0         F      F    Po7
+ 3808     00de.fb1a.5c42   dynamic  0         F      F    Po7
+ 3808     2067.7c19.9250   dynamic  0         F      F    Po7
+ 3808     5cb9.018f.4c3c   dynamic  0         F      F    Po7
+ 3808     8446.fe72.feec   dynamic  0         F      F    Po7
+ 3808     8446.fefd.ba24   dynamic  0         F      F    Po7
+ 3808     9cdc.71cf.1c70   dynamic  0         F      F    Po7
+ 3808     b008.7520.a0c0   dynamic  0         F      F    Po7
+ 3808     b008.7532.6235   dynamic  0         F      F    Po7
+ 3808     b008.7536.6d78   dynamic  0         F      F    Po7
+ 3808     b008.7536.6f4d   dynamic  0         F      F    Po7
+ 3808     cc64.a656.4949   dynamic  0         F      F    Po302
+ 3808     cc64.a656.4b10   dynamic  0         F      F    Po305
+ 3852     0000.0c9f.ff0c   dynamic  0         F      F    Po7
* 3852     0050.5651.c673   dynamic  0         F      F    Po7
* 3852     0050.5652.cb4b   dynamic  0         F      F    Eth1/16
* 3852     0050.5656.ac02   dynamic  0         F      F    Eth1/17
* 3852     0050.5656.c56b   dynamic  0         F      F    Po7
* 3852     0050.5657.cc8c   dynamic  0         F      F    Po7
* 3852     0050.565b.f2d8   dynamic  0         F      F    Po7
+ 3852     00de.fb1a.5242   dynamic  0         F      F    Po7
+ 3852     00de.fb1a.5c42   dynamic  0         F      F    Po7
* 3852     2067.7c0c.0560   dynamic  0         F      F    Po7
* 3852     38ea.a731.ad30   dynamic  0         F      F    Po7
+ 3852     38ea.a731.ad88   dynamic  0         F      F    Po7
+ 3852     38ea.a731.ad9c   dynamic  0         F      F    Po7
+ 3852     38ea.a731.ae48   dynamic  0         F      F    Po7
+ 3852     38ea.a731.ae58   dynamic  0         F      F    Po7
+ 3852     44a1.9121.1ffa   dynamic  0         F      F    Po7
+ 3852     506b.8d5b.56bf   dynamic  0         F      F    Po7
+ 3852     8446.fe72.f473   dynamic  0         F      F    Po7
* 3852     8446.fe72.ff32   dynamic  0         F      F    Po7
* 3852     9cdc.71cb.97f0   dynamic  0         F      F    Po7
+ 3852     9cdc.71cc.ed30   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.03a0   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.0490   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.0a20   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.0a30   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.0a40   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.0b50   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.0c00   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.0cc0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.0d20   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.0d60   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.0d90   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.0df0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.0e60   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1010   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1050   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1200   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1360   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.13e0   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1410   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.14b0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.1be0   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1d70   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1d80   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.1fe0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.2080   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.2090   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.2140   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.2bb0   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.2bd0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.2be0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.2fa0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.3130   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.3170   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.3230   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.3300   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.33f0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.34b0   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.5020   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.5180   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.5680   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.59c0   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.5a20   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.5a60   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.5a80   dynamic  0         F      F    Po7
* 3852     9cdc.71cd.5c80   dynamic  0         F      F    Po7
+ 3852     9cdc.71cd.5d50   dynamic  0         F      F    Po7
+ 3852     a400.e2c5.dc2b   dynamic  0         F      F    Po7
* 3852     a400.e2c5.e07d   dynamic  0         F      F    Po7
+ 3852     a400.e2c5.f440   dynamic  0         F      F    Po7
+ 3852     a400.e2c5.fb94   dynamic  0         F      F    Po7
+ 3852     acb3.b58d.79b9   dynamic  0         F      F    Po7
+ 3852     acb3.b58d.8e81   dynamic  0         F      F    Po7
+ 3852     acb3.b593.43c9   dynamic  0         F      F    Po7
+ 3852     b008.7520.9faf   dynamic  0         F      F    Po7
* 3852     b008.754a.8e65   dynamic  0         F      F    Po7
+ 3852     b008.754a.90d0   dynamic  0         F      F    Po7
+ 3852     b008.754a.95d5   dynamic  0         F      F    Po7
* 3852     b008.754a.9977   dynamic  0         F      F    Po7
+ 3852     b008.754a.99e7   dynamic  0         F      F    Po7
+ 3852     b008.754a.9acc   dynamic  0         F      F    Po7
* 3852     b008.754a.9b5d   dynamic  0         F      F    Po7
+ 3852     b008.754a.9baa   dynamic  0         F      F    Po7
* 3852     c8a7.76b6.2787   dynamic  0         F      F    Po7
* 3852     c8a7.76b6.2958   dynamic  0         F      F    Po7
* 3852     d067.26c3.ce00   dynamic  0         F      F    Po7
* 3852     d067.26c3.ce20   dynamic  0         F      F    Po7
+ 3852     d067.26c3.d300   dynamic  0         F      F    Po7
+ 3852     d067.26c3.d370   dynamic  0         F      F    Po7
* 3852     ec38.8f78.3219   dynamic  0         F      F    Po7
* 3852     ec38.8f79.da0c   dynamic  0         F      F    Po7
* 3852     ec38.8f7a.d663   dynamic  0         F      F    Po7
+ 3853     0000.0c9f.ff0d   dynamic  0         F      F    Po7
+ 3853     00de.fb1a.5242   dynamic  0         F      F    Po7
* 3853     00de.fb1a.5c42   dynamic  0         F      F    Po7
+ 3854     0000.0c9f.ff0e   dynamic  0         F      F    Po7
+ 3854     0060.1679.638d   dynamic  0         F      F    Po7
+ 3854     0090.fad9.38de   dynamic  0         F      F    Po7
+ 3854     0090.fad9.3eaa   dynamic  0         F      F    Po7
* 3854     0090.fae7.01d7   dynamic  0         F      F    Po7
+ 3854     0090.fae7.07ee   dynamic  0         F      F    Po7
+ 3854     0090.faec.abdb   dynamic  0         F      F    Po7
* 3854     0090.faec.ac13   dynamic  0         F      F    Po7
+ 3854     0090.faec.ac4b   dynamic  0         F      F    Po7
* 3854     0090.faec.b402   dynamic  0         F      F    Po7
+ 3854     00de.fb1a.5242   dynamic  0         F      F    Po7
* 3854     00de.fb1a.5c42   dynamic  0         F      F    Po7
* 3854     0894.ef2a.8f9f   dynamic  0         F      F    Po7
* 3854     08f1.ea89.29b0   dynamic  0         F      F    Po7
+ 3854     1458.d046.b662   dynamic  0         F      F    Po7
* 3854     1458.d060.c20c   dynamic  0         F      F    Po7
+ 3854     1c98.ec1e.2d3b   dynamic  0         F      F    Po7
* 3854     1c98.ec1e.2dab   dynamic  0         F      F    Po7
* 3854     1c98.ec1e.3d47   dynamic  0         F      F    Po7
+ 3854     1c98.ec1e.8edf   dynamic  0         F      F    Po7
* 3854     1c98.ec1e.ae39   dynamic  0         F      F    Po7
* 3854     2067.7ced.3bbc   dynamic  0         F      F    Po7
+ 3854     2067.7ced.4856   dynamic  0         F      F    Po7
* 3854     2067.7ced.8608   dynamic  0         F      F    Po7
+ 3854     3863.bb47.6a80   dynamic  0         F      F    Po7
+ 3854     3868.dd23.90d5   dynamic  0         F      F    Po7
* 3854     3868.dd23.9375   dynamic  0         F      F    Po7
* 3854     3868.dd23.a7cd   dynamic  0         F      F    Po7
+ 3854     3868.dd23.ab7d   dynamic  0         F      F    Po7
* 3854     3868.dd23.b645   dynamic  0         F      F    Po7
* 3854     3868.dd2a.71ad   dynamic  0         F      F    Po7
+ 3854     3868.dd2a.792d   dynamic  0         F      F    Po7
* 3854     3868.dd2a.a2c5   dynamic  0         F      F    Po7
+ 3854     3868.dd2a.a31d   dynamic  0         F      F    Po7
+ 3854     3868.dd2c.a3b5   dynamic  0         F      F    Po7
+ 3854     3868.dd2c.a3bd   dynamic  0         F      F    Po7
+ 3854     3ca8.2a15.bf49   dynamic  0         F      F    Po7
+ 3854     5065.f36c.840a   dynamic  0         F      F    Po7
* 3854     5480.284a.0810   dynamic  0         F      F    Po7
* 3854     5820.b100.5684   dynamic  0         F      F    Po7
+ 3854     5820.b101.8b6a   dynamic  0         F      F    Po7
+ 3854     5820.b101.8b78   dynamic  0         F      F    Po7
+ 3854     5820.b101.8bbc   dynamic  0         F      F    Po7
+ 3854     5820.b106.5ec8   dynamic  0         F      F    Po7
* 3854     5820.b106.f758   dynamic  0         F      F    Po7
+ 3854     5820.b10a.2fe6   dynamic  0         F      F    Po7
+ 3854     5820.b10a.2ff8   dynamic  0         F      F    Po7
+ 3854     5820.b10a.3000   dynamic  0         F      F    Po7
+ 3854     5820.b10a.3002   dynamic  0         F      F    Po7
* 3854     5820.b10a.32b0   dynamic  0         F      F    Po7
+ 3854     5820.b10a.32e4   dynamic  0         F      F    Po7
* 3854     5820.b10a.35ea   dynamic  0         F      F    Po7
* 3854     6c3b.e5a2.e455   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d02c   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d0d2   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d0f0   dynamic  0         F      F    Po7
* 3854     7010.6fbe.d1f4   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d204   dynamic  0         F      F    Po7
* 3854     7010.6fbe.d20e   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d2cc   dynamic  0         F      F    Po7
* 3854     7010.6fbe.d30a   dynamic  0         F      F    Po7
* 3854     7010.6fbe.d32e   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d340   dynamic  0         F      F    Po7
+ 3854     7010.6fbe.d388   dynamic  0         F      F    Po7
* 3854     7010.6fbe.d38e   dynamic  0         F      F    Po7
+ 3854     7010.6fbf.772e   dynamic  0         F      F    Po7
* 3854     7010.6fbf.7882   dynamic  0         F      F    Po7
* 3854     7010.6fc0.5290   dynamic  0         F      F    Po7
+ 3854     7010.6fc0.52b4   dynamic  0         F      F    Po7
* 3854     7010.6fc0.52d2   dynamic  0         F      F    Po7
* 3854     7010.6fc0.52d4   dynamic  0         F      F    Po7
* 3854     7010.6fc0.5370   dynamic  0         F      F    Po7
+ 3854     7010.6fc0.5392   dynamic  0         F      F    Po7
* 3854     7010.6fc0.53e8   dynamic  0         F      F    Po7
* 3854     7010.6fc0.5408   dynamic  0         F      F    Po7
+ 3854     7010.6fc0.540c   dynamic  0         F      F    Po7
+ 3854     7010.6fc0.545a   dynamic  0         F      F    Po7
* 3854     7010.6fc1.361e   dynamic  0         F      F    Po7
+ 3854     7010.6fc1.4100   dynamic  0         F      F    Po7
* 3854     7010.6fc1.4206   dynamic  0         F      F    Po7
* 3854     7010.6fc1.4e6e   dynamic  0         F      F    Po7
* 3854     7010.6fc1.4e9e   dynamic  0         F      F    Po7
* 3854     7010.6fc1.4f58   dynamic  0         F      F    Po7
* 3854     7010.6fc1.4fa8   dynamic  0         F      F    Po7
* 3854     7010.6fc1.55ac   dynamic  0         F      F    Po7
* 3854     7010.6fc1.562a   dynamic  0         F      F    Po7
+ 3854     7010.6fc1.5680   dynamic  0         F      F    Po7
* 3854     7010.6fc1.56a8   dynamic  0         F      F    Po7
* 3854     7010.6fc1.56ca   dynamic  0         F      F    Po7
+ 3854     7010.6fc5.2dd6   dynamic  0         F      F    Po7
* 3854     7010.6fc5.2eba   dynamic  0         F      F    Po7
+ 3854     7010.6fc5.8df2   dynamic  0         F      F    Po7
+ 3854     7010.6fc5.a4da   dynamic  0         F      F    Po7
* 3854     7446.a0f6.0fd8   dynamic  0         F      F    Po7
* 3854     80c1.6e7d.6ea3   dynamic  0         F      F    Po7
* 3854     9418.8272.6793   dynamic  0         F      F    Po7
+ 3854     9418.8272.67bf   dynamic  0         F      F    Po7
* 3854     9418.8272.77e5   dynamic  0         F      F    Po7
+ 3854     9418.8272.77fb   dynamic  0         F      F    Po7
* 3854     9418.827f.c19e   dynamic  0         F      F    Eth101/1/6
* 3854     9418.827f.d1e0   dynamic  0         F      F    Eth101/1/8
* 3854     9418.827f.f10a   dynamic  0         F      F    Po7
+ 3854     9418.8284.8984   dynamic  0         F      F    Po7
+ 3854     9418.8284.aa3e   dynamic  0         F      F    Po7
* 3854     9418.8285.98e6   dynamic  0         F      F    Po7
* 3854     9418.8285.98fa   dynamic  0         F      F    Po7
+ 3854     9457.a569.a826   dynamic  0         F      F    Po7
+ 3854     9cb6.547e.3438   dynamic  0         F      F    Po7
* 3854     9cb6.5494.c274   dynamic  0         F      F    Po7
* 3854     a45d.36fe.7ac7   dynamic  0         F      F    Po7
+ 3854     a4dc.be18.64aa   dynamic  0         F      F    Po7
* 3854     a4dc.be18.6597   dynamic  0         F      F    Po7
+ 3854     ac16.2dbe.cd72   dynamic  0         F      F    Po7
* 3854     ac16.2dc2.b317   dynamic  0         F      F    Po7
* 3854     b4b5.2f5d.cbba   dynamic  0         F      F    Po7
+ 3854     b4b5.2f5e.c0ad   dynamic  0         F      F    Po7
+ 3854     b4b5.2f5e.d0f3   dynamic  0         F      F    Po7
+ 3854     b883.034d.2900   dynamic  0         F      F    Po7
* 3854     b883.034d.2c1e   dynamic  0         F      F    Po7
+ 3854     b883.034d.2d0e   dynamic  0         F      F    Po7
* 3854     b883.034d.2d24   dynamic  0         F      F    Po7
+ 3854     b883.034d.3664   dynamic  0         F      F    Po7
* 3854     b883.0352.8af2   dynamic  0         F      F    Po7
* 3854     c434.6bb5.4638   dynamic  0         F      F    Po7
+ 3854     c434.6bc4.633e   dynamic  0         F      F    Po7
* 3854     c4f5.7c7b.2f3d   dynamic  0         F      F    Po7
* 3854     c4f5.7c99.db51   dynamic  0         F      F    Po7
+ 3854     c4f5.7c9c.1923   dynamic  0         F      F    Po7
+ 3854     c4f5.7ca7.a5fd   dynamic  0         F      F    Po7
+ 3854     c4f5.7ca7.a6bd   dynamic  0         F      F    Po7
+ 3854     c4f5.7ca7.ac25   dynamic  0         F      F    Po7
* 3854     c4f5.7ca7.b225   dynamic  0         F      F    Po7
* 3854     c4f5.7ca7.b97d   dynamic  0         F      F    Po7
* 3854     c4f5.7ca8.7f75   dynamic  0         F      F    Po7
+ 3854     c4f5.7cab.9376   dynamic  0         F      F    Po7
+ 3854     d067.26ce.ace2   dynamic  0         F      F    Po7
* 3854     d89d.6768.a04b   dynamic  0         F      F    Po7
+ 3854     f092.1c09.79f8   dynamic  0         F      F    Po7
+ 3854     f092.1c09.89e1   dynamic  0         F      F    Po7
+ 3854     fc15.b40d.ba60   dynamic  0         F      F    Po7
* 3854     fc15.b41a.0161   dynamic  0         F      F    Po7
+ 3854     fc15.b41a.f93d   dynamic  0         F      F    Po7
+ 3926     0000.0c9f.ff56   dynamic  0         F      F    Po7
+ 3926     0050.56a0.2b95   dynamic  0         F      F    Po7
+ 3926     0050.56a4.0075   dynamic  0         F      F    Po7
* 3926     0050.56a4.072c   dynamic  0         F      F    Po7
+ 3926     0050.56a4.1971   dynamic  0         F      F    Po7
+ 3926     0050.56a4.3831   dynamic  0         F      F    Po7
+ 3926     0050.56a4.4f74   dynamic  0         F      F    Po7
+ 3926     0050.56a4.5bdb   dynamic  0         F      F    Po7
+ 3926     0050.56a4.a948   dynamic  0         F      F    Po7
* 3926     0050.56a4.b64c   dynamic  0         F      F    Po7
+ 3926     0050.56a4.d445   dynamic  0         F      F    Po7
* 3926     0050.56a4.efaa   dynamic  0         F      F    Po7
+ 3926     00de.fb1a.5242   dynamic  0         F      F    Po7
+ 3926     00de.fb1a.5243   dynamic  0         F      F    Po7
* 3926     00de.fb1a.5c42   dynamic  0         F      F    Po7
+ 3926     00de.fb1a.5c43   dynamic  0         F      F    Po7
* 3926     00de.fb57.c142   dynamic  0         F      F    Po7
+ 3926     00de.fb57.c942   dynamic  0         F      F    Po7
+ 3926     f848.974e.40fe   dynamic  0         F      F    Po7
+ 3801     0050.5656.1ef2   dynamic  0         F      F    vPC Peer-Link
+ 3801     0050.5658.077b   dynamic  0         F      F    vPC Peer-Link
+ 3852     0050.5656.1ef2   dynamic  0         F      F    vPC Peer-Link
+ 3852     0050.5658.077b   dynamic  0         F      F    vPC Peer-Link
+ 3852     1402.ec8c.1a65   dynamic  0         F      F    vPC Peer-Link
+ 3852     1402.ec8c.1d34   dynamic  0         F      F    vPC Peer-Link
+ 3853     0050.566d.8579   dynamic  0         F      F    vPC Peer-Link
+ 3853     0050.566f.39a7   dynamic  0         F      F    vPC Peer-Link
