

--------------------------------------------------------------------------------
Port          Native  Status        Port
              Vlan                  Channel
--------------------------------------------------------------------------------
Po390         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po391         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po392         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po393         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po394         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po395         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po396         174-175,293,3137-3139,3141,3144-3145,3150,3178,3180-3181,3183,3952-3953
Po397         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3144,3147,3151,3153-3155,3162,3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po398         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3144,3147,3151,3153-3154,3162,3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3628,3630,3636,3642,3769,3772,3801,3804,3812,3824-3825,3837,3842,3865,3901-3909,3915,3924-3926,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po399         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3144,3147,3151,3153-3154,3162,3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3628,3630,3636,3642,3769,3772,3801,3804,3812,3824-3825,3837,3842,3865,3901-3909,3915,3924-3926,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po400         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po401         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po402         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po403         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po404         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po405         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po406         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po407         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po408         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
Po409         139,172,174,177-178,180,184,193,280,294,3033-3034,3130,3137-3139,3141,3144,3147,3151,3153-3155,3162,3178,3183-3184,3186,3188-3189,3198,3200,3203,3318,3434,3441,3443,3488,3539,3574,3628,3630,3636,3642,3801,3804,3824-3825,3865,3901-3909,3915,3924-3925,3929-3930,3935,3943,3952-3953,3957-3958,3965-3966
