

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
-----  -----------  --------  -----  ------  -----------
    1           56  21472935      0    0.0%  init
    2          516   3290107      0    0.0%  migration/0
    3         2430  4113118444      0    0.0%  ksoftirqd/0
    4         1368   6055266      0    0.0%  desched/0
    5          767   3392008      0    0.0%  migration/1
    6          882  2460057393      0    0.0%  ksoftirqd/1
    7         1276   6017299      0    0.0%  desched/1
    8          483  83396855      0    0.0%  events/0
    9         1209  98005509      0    0.0%  events/1
   10          593    153391      3    0.0%  khelper
   15            0        30     14    0.0%  kthread
   24            0         2      2    0.0%  kacpid
  463          299     17073     17    0.0%  kblockd/0
  464          283     16581     17    0.0%  kblockd/1
  477            6       440     15    0.0%  khubd
  545         2452  10359578      0    0.0%  pdflush
  546            0         1      3    0.0%  kswapd0
  547            0         2      1    0.0%  aio/0
  548            0         2      1    0.0%  aio/1
 1106            0         2      1    0.0%  kide/0
 1107            0         2      1    0.0%  kide/1
 1110            0         2      1    0.0%  ata/0
 1111            0         2      1    0.0%  ata/1
 1116            0         1      2    0.0%  mtdblockd
 1178         1344  2227384888      0    0.0%  kirqd
 1189            0         1      4    0.0%  scsi_eh_0
 1190         2247   1113552      2    0.0%  usb-storage
 1497          304   6566769      0    0.0%  cmond/0
 1498         1342   6566779      0    0.0%  cmond/1
 1714           51       466    110    0.0%  kjournald
 1722           28       176    162    0.0%  kjournald
 2489           18         8   2289    0.0%  jffs2_gcd_mtd2
 2542         1659    185949      8    0.0%  kjournald
 2564          463       188   2464    0.0%  kjournald
 3052            0        21     35    0.0%  portmap
 3061           89     27375      3    0.0%  nfsd
 3062           94     27363      3    0.0%  nfsd
 3063           96     27363      3    0.0%  nfsd
 3064           86     27364      3    0.0%  nfsd
 3065           94     27363      3    0.0%  nfsd
 3066           88     27363      3    0.0%  nfsd
 3067           92     27365      3    0.0%  nfsd
 3068           95     27365      3    0.0%  nfsd
 3069            0         2     22    0.0%  lockd
 3070            0         1      2    0.0%  rpciod
 3075            0         1     65    0.0%  rpc.mountd
 3081            2         8    337    0.0%  rpc.statd
 3108         1192  356484927      0    0.0%  sysmgr
 3762            0         1     13    0.0%  mping-thread
 4012          546   9851604      0    0.0%  insmod
 4476           13         5   2647    0.0%  xinetd
 4477            3         4    911    0.0%  tftpd
 4478         1845  601889247      0    0.0%  syslogd
 4479           82       998     82    0.0%  sdwrapd
 4480         1226  762847420      0    5.0%  pfma
 4486          593  49248824      0    0.0%  ls-notify-mts-t
 4493          525  291645120      0    0.0%  usd_mts_kthread
 4500            0         1      6    0.0%  pfm_gem_hp_kern
 4504         1516  24882783      0    0.0%  vshd
 4505           51        12   4300    0.0%  smm
 4506         1132  99378154      0    0.0%  psshelper
 4507         1266   1703768      0    0.0%  lmgrd
 4508         2263  19929388      0    0.0%  licmgr
 4509         1790      1480   1209    0.0%  fs-daemon
 4510          153  91967501      0    0.0%  feature-mgr
 4511            3  19884073      0    0.0%  fcfwd
 4512          210      3522     59    0.0%  confcheck
 4513         2286  11546820      0    0.0%  capability
 4514          197  99388629      0    0.0%  psshelper_gsvc
 4524          572   9994917      0    0.0%  clis
 4525         1085   3402890      0    0.0%  cisco
 4527         1374    460902      2    0.0%  klogd
 4528          182  21929572      0    0.0%  port-profile
 4529         2239  11567889      0    0.0%  provision
 4534          484  21631252      0    0.0%  zschk
 4535         1409  99404176      0    0.0%  xmlma
 4536          838  23679385      0    0.0%  vmm
 4537          444  23647250      0    0.0%  vdc_mgr
 4538          976  49622114      0    0.0%  ttyd
 4539          881  12104905      0    0.0%  sysinfo
 4540         2124  32837037      0    0.0%  sunnyvale
 4541          753   7246563      0    0.0%  sensor
 4543         1277   1911411      0    0.0%  res_mgr
 4544          727   2104825      0    0.0%  plugin
 4545         1226  30076159      0    0.0%  pltfm_config
 4546          142  19908682      0    0.0%  plog_sup
 4547           93  36646285      0    0.0%  pfstat
 4548         2082  12318623      0    0.0%  obfl
 4549          106       103   1036    0.0%  npacl
 4550         1161  11131023      0    0.0%  nohms
 4551          582   7855083      0    0.0%  mvsh
 4552         1003  98560415      0    0.0%  ledmgr
 4553         2155  42235021      0    0.0%  ifmgr
 4554         1865  20158484      0    0.0%  idehsd
 4555         1709  57374459      0    0.0%  evmc
 4556          560  21762808      0    0.0%  ethpc
 4557         2139  467632788      0    0.0%  eth_dstats
 4558           83       887     93    0.0%  core-dmon
 4559          103  3152520231      0    0.0%  carmelusd
 4560         1481  32311890      0    0.0%  btcm
 4561          710  49672749      0    0.0%  bootvar
 4562           33  19807444      0    0.0%  bios_daemon
 4563         1042  26269985      0    0.0%  bcm_usd
 4564         1262   9850439      0    0.0%  athertonusd
 4565         1396  12458877      0    0.0%  ascii-cfg
 4566         2132  99125190      0    0.0%  securityd
 4567         1874  99386100      0    0.0%  cert_enroll
 4568         1733  99460657      0    0.0%  aaa
 4569           64        22   2938    0.0%  l3vm
 4570          848  23856951      0    0.0%  monitor
 4571          139       121   1152    0.0%  mrib
 4572           79        94    842    0.0%  u6rib
 4573          100       117    862    0.0%  urib
 4576         2380  1450508808      0    0.0%  snmpd
 4587            7        15    471    0.0%  core-client
 4592         1139  99757083      0    0.0%  callhome
 4604         2182   2576013      0    0.0%  aclmgr
 4605         2009  249931930      0    0.0%  eth_port_channel
 4608         1000  100761157      0    0.0%  tacacs
 4609           55        60    927    0.0%  adjmgr
 4610         1961  23717742      0    0.0%  sal
 4612         1290   7780460      0    0.0%  ipqosmgr
 4615          872  907868265      0    0.0%  fwm
 4616         1991  21931519      0    0.0%  qd
 4617         2175  227694451      0    0.0%  statsclient
 4633           50        19   2657    0.0%  arp
 4634           54        99    552    0.0%  icmpv6
 4635          183        87   2108    0.0%  netstack
 4638         2093   5860659      0    0.0%  m2rib
 4639          588  33755602      0    0.0%  vlan_mgr
 4658         1925  33842013      0    0.0%  ipfib
 4659          891  26644642      0    0.0%  mfdm
 4660          407  23848054      0    0.0%  ufdm
 4675         1121  40811611      0    0.0%  afm
 4676         2062  1510980961      0    0.0%  ethpm
 4704         1093  353159112      0    0.0%  radius
 4705         1998  1891736428      0    0.0%  cfs
 4706          108        40   2722    0.0%  igmp
 4707           24       867     28    0.0%  ip_dummy
 4708           24       880     27    0.0%  ipv6_dummy
 4709         1129  249612418      0    0.0%  lacp
 4710         1981  15456596      0    0.0%  ntp
 4711         2313  23839878      0    0.0%  otm
 4712           24       914     27    0.0%  pktmgr_dummy
 4713           71        38   1890    0.0%  rpm
 4714           24       901     27    0.0%  tcpudp_dummy
 4717         1870  84577365      0    0.0%  cdp
 4718         1273  1017480306      0    0.0%  fex
 4719         1164  248489455      0    0.0%  lldp
 4723         2086  1045672831      0    0.0%  stp
 4724          700  675820802      0    0.0%  vpc
 4727           61        33   1868    0.0%  mcastfwd
 4733         1233  284565158      0    0.0%  udld
 4737          718     42733     16    0.0%  dcos-xinetd
 4739         2030  368696538      0    0.0%  ntpd
 4749          484  85021648      0    0.0%  interface-vlan
 4879          426  23706117      0    0.0%  msp
