

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
 4881         1193  23709296      0    0.0%  vms
 4892         2163  35316143      0    0.0%  vim
 5009         2023   6566792      0    0.0%  wdpunch_thread
 5052            5        21    266    0.0%  getty
16458         2475   9341981      0    0.0%  pdflush
28436          430      6402     67    0.0%  dcos_sshd
28449         1021       525   1944    0.0%  vsh
28818            1         2    501    0.0%  vsh
28819           19         5   3911    0.0%  ps

CPU util  :   0.0% user,   6.4% kernel,   93.6% idle
