

CPU utilization for five seconds: 14%/0%; one minute: 8%; five minutes: 8%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
-----  -----------  --------  -----  ------  ------  ------  ---  -----------
 3972          120  972524445      0   1.82%   1.84%  1.89%   -    pktmgr
 3966          130  18231697      0   1.27%   1.32%  1.46%   -    arp
 4020    243424424  2175859668      0   3.02%   1.08%  1.13%   -    snmpd
 3998          180  1515166029      0   0.80%   0.39%  0.40%   -    netstack
 5623   1281624904  2473910796      0   0.29%   0.26%  0.29%   -    platform
 4164   1169808140  661053492      1   0.90%   0.29%  0.27%   -    ethpm
 4167   1185351400  541684091      2   0.19%   0.20%  0.21%   -    stp
 5699           60  3448717225      0   0.15%   0.19%  0.19%   -    pdsd
 4165    221694480  1212730381      0   0.00%   0.01%  0.12%   -    l2fm
 3870    372307420  993937791      0   0.35%   0.09%  0.08%   -    feature-mgr
 5825      6845100  1293085628      0   0.21%   0.10%  0.07%   -    sysinfo
 4015    153179610  1842771636      0   0.00%   0.01%  0.07%   -    cfs
14927           80  1475945525      0   0.11%   0.10%  0.07%   -    sla_sender
 4188    367888600  3030619967      0   0.09%   0.06%  0.06%   -    hsrp_engine
 4208    294699880  529777372      0   0.33%   0.08%  0.06%   -    interface-vlan
 4160    145211480  596053142      0   0.00%   0.01%  0.04%   -    vlan_mgr
 4192           90  2744999092      0   0.05%   0.03%  0.03%   -    eigrp
 4178    163536230  130486055      1   0.01%   0.01%  0.02%   -    udld
 4120     95650010  2472151702      0   0.21%   0.03%  0.01%   -    pfstat
 3948           80  1986222430      0   0.00%   0.01%  0.01%   -    adjmgr
 4162    120311320  583300095      0   0.01%   0.01%  0.01%   -    ipqosmgr
 4125          100  789624034      0   0.03%   0.01%  0.01%   -    igmp
 4127           70  3005757606      0   0.00%   0.00%  0.00%   -    ecp
 4062     85442290  565563652      0   0.00%   0.00%  0.00%   -    ntpd
 5008     41682770  504678027      0   0.03%   0.00%  0.00%   -    sysmgr
 4191          100  1826265986      0   0.05%   0.00%  0.00%   -    ospf
30470          190       921      0   0.07%   0.00%  0.00%   1    vsh
