
Capability codes:
  (R) Router, (B) Bridge, (T) Telephone, (C) DOCSIS Cable Device
  (W) WLAN Access Point, (P) Repeater, (S) Station, (O) Other
Device ID            Local Intf      Hold-time  Capability  Port ID  
vN5K09-1.vtb         Eth1/10         120        B           Eth1/10           
vN77-1-vN7K1         Eth1/11         120        BR          Eth2/5            
vN5K09-1.vtb         Eth1/12         120        B           Eth1/12           
vN5K09-1.vtb         Eth2/10         120        B           Eth2/10           
vN77-2-vN7K2         Eth2/11         120        BR          Eth2/5            
vN5K09-1.vtb         Eth2/12         120        B           Eth2/12           
0010.9b0f.0321       Eth102/1/1      120        S           0010.9b0f.0321    
0090.faec.b3af       Eth102/1/2      120        S           0090.faec.b3af    
0090.faec.b1e1       Eth102/1/3      120        S           0090.faec.b1e1    
0090.faec.b3d9       Eth102/1/4      120        S           0090.faec.b3d9    
0010.9b0f.0268       Eth102/1/5      120        S           0010.9b0f.0268    
0090.faec.b3a8       Eth102/1/6      120        S           0090.faec.b3a8    
0090.faec.b212       Eth102/1/7      120        S           0090.faec.b212    
0010.9b0f.07e4       Eth102/1/8      120        S           0010.9b0f.07e4    
0090.faec.b369       Eth102/1/9      120        S           0090.faec.b369    
0090.faec.ac37       Eth102/1/10     120        S           0090.faec.ac37    
0090.faec.b315       Eth102/1/11     120        S           0090.faec.b315    
0090.faec.acbb       Eth102/1/12     120        S           0090.faec.acbb    
0090.faec.b331       Eth102/1/13     120        S           0090.faec.b331    
0090.faec.b251       Eth102/1/14     120        S           0090.faec.b251    
0090.faec.b370       Eth102/1/15     120        S           0090.faec.b370    
0090.faec.b04b       Eth102/1/16     120        S           0090.faec.b04b    
0010.9b0f.0730       Eth102/1/17     120        S           0010.9b0f.0730    
0090.faec.b34d       Eth102/1/18     120        S           0090.faec.b34d    
Total entries displayed: 24
