

PID    MemAlloc  MemLimit    MemUsed     StackBase/Ptr      Process
 7641   3895296  721929612   348897280   ffb4bc90/ffffffff  ncpinframgr
 7789   5873664  986600947   348729344   ffd48200/ffffffff  pfstat
 7759   3887104  740222841   348577792   ff8df640/ffffffff  tacacs
 6103   4775936  0           348368896   ff88cc10/ffffffff  bloggerd
 7852   5664768  721073548   347004928   ff9fc280/ffffffff  vrrp-cfg
 7616   4227072  731821235   346935296   ffb95d70/ffffffff  vmm
 7602   2949120  0           346824704   ffe6c090/ffffffff  cert_enroll
 6167   4665344  659720793   346480640   ffd70d60/ffffffff  diagmgr
 7584   3891200  987263270   345931776   ff9d0160/ffffffff  smm
 7799   3334144  986100825   345890816   ffd20530/ffffffff  acllog
 7766   2850816  822605696   345829376   ffb2f1e0/ffffffff  callhome
 7855   2732032  723254259   345624576   ff8afce0/ffffffff  u2
 6154   3600384  755021696   345563136   ff82ec20/ffffffff  res_mgr
 7583   5660672  792564537   345563136   ffff9120/ffffffff  session-mgr
 7787   5201920  799235993   345370624   ff866a80/ffffffff  plsm
 7580   3088384  0           345296896   fff9ffb0/ffffffff  feature-mgr
 7605   3698688  719861542   344903680   ffef9610/ffffffff  cli_acl
 7608   2965504  722488307   344813568   ff87c100/ffffffff  evms
 7614   4411392  722245004   344592384   fffe7dd0/ffffffff  statsprofiler
 7601   2535424  0           344494080   ffc5c960/ffffffff  aaa
 7796   3162112  985339379   344424448   ffcaf9e0/ffffffff  ecp
 7603   2883584  0           344240128   ffac0ec0/ffffffff  securityd
 7586   3080192  929510348   344096768   ffb13b60/ffffffff  vshd
 7630   2920448  985452019   344018944   ff992200/ffffffff  eem_policy_dir
 6098   2146304  703510720   343982080   ffbb65f0/ffffffff  licmgr
 7612   1830912  736460665   343945216   ff8ed2a0/ffffffff  sksd
 6156   4882432  704673164   343814144   ffa8e2f0/ffffffff  pltfm_debug
 7579   2002944  0           343449600   fffe41b0/ffffffff  confcheck
 7582   3325952  1006519641  342994944   ff9d3430/ffffffff  psshelper
 7613   2756608  720181440   342716416   ff9f7df0/ffffffff  snmpmib_proc
 6099   1896448  0           342642688   ff873ae0/ffffffff  fs-daemon
 7835   2654208  741559667   342593536   ffc011f0/ffffffff  eth_dstats
 7606   2404352  983861542   342433792   ff9ea560/ffffffff  evmc
 7618   2555904  983586700   342327296   ffc8b7f0/ffffffff  xmpp
 7610   2330624  879158790   342241280   ffcad920/ffffffff  mvsh
 7761   3129344  472988876   342188032   ffb1f0e0/ffffffff  dcos-xinetd
 7617   1716224  0           341565440   fff56040/ffffffff  xmlma
 7760   2260992  0           341422080   ff83b580/ffffffff  ntpd
 6155   2932736  657499532   332341248   ffe604c0/ffffffff  plugin
 6149   5931008  750223232   281075712   ffa481e0/ffffffff  sysinfo
 7609    348160  0           276267008   ffd0f450/ffffffff  mping_server
 7718    331776  657127398   275398656   fff4aa50/ffffffff  ip_dummy
 7719    331776  657127398   275398656   ff903840/ffffffff  ipv6_dummy
 7723    331776  657127398   275398656   ffd8deb0/ffffffff  tcpudp_dummy
10558    319488  744461273   6758400     ffbe5fd0/ffffffff  klogd

All processes: MemAlloc = 1730424832
