

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
 4734         1330  263203643      0    0.0%  lacp
 4735          489  15316324      0    0.0%  ntp
 4736         1964  22957759      0    0.0%  otm
 4737           25       930     27    0.0%  pktmgr_dummy
 4738           71        33   2175    0.0%  rpm
 4739           25       891     28    0.0%  tcpudp_dummy
 4745         1523  77854401      0    0.0%  cdp
 4746         1782  1829433919      0    0.0%  fex
 4747         1037  265569052      0    0.0%  lldp
 4748          810     43702     18    0.0%  dcos-xinetd
 4749         1290  1226146760      0    0.0%  stp
 4750          888  370534446      0    0.0%  ntpd
 4764           62        28   2227    0.0%  mcastfwd
 4773         2224  2548856018      0    1.0%  ethpm
 4774          641  105536972      0    0.0%  interface-vlan
 4775          238  678300718      0    0.0%  vpc
 4797          498  290022990      0    0.0%  udld
 4994          510   6566854      0    0.0%  wdpunch_thread
 5025            5        22    253    0.0%  getty
22155          723     11410     63    0.0%  dcos_sshd
22172         1015       466   2179    0.0%  vsh
22544            1         5    203    0.0%  vsh
22545           19         6   3239    0.0%  ps

CPU util  :   1.0% user,   5.9% kernel,   93.1% idle
