

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
-----  -----------  --------  -----  ------  -----------
    1          224  21315255      0    0.0%  init
    2          504   3311052      0    0.0%  migration/0
    3         2430  1371886063      0    0.0%  ksoftirqd/0
    4          992   6131584      0    0.0%  desched/0
    5         1543   3617870      0    0.0%  migration/1
    6          569  4274284651      0    1.0%  ksoftirqd/1
    7          488   5941086      0    0.0%  desched/1
    8          445  79243132      0    0.0%  events/0
    9         1250  98006802      0    0.0%  events/1
   10          573    153394      3    0.0%  khelper
   15            0        30     14    0.0%  kthread
   24            0         2      2    0.0%  kacpid
  463          217     16998     12    0.0%  kblockd/0
  464          248     17011     14    0.0%  kblockd/1
  477            6       441     14    0.0%  khubd
  544            2        32     87    0.0%  pdflush
  546            0         1      3    0.0%  kswapd0
  547            0         2      1    0.0%  aio/0
  548            0         2      1    0.0%  aio/1
  919          365   9342200      0    0.0%  pdflush
 1106            0         2      1    0.0%  kide/0
 1107            0         2      1    0.0%  kide/1
 1110            0         2      1    0.0%  ata/0
 1111            0         2      1    0.0%  ata/1
 1116            0         1      2    0.0%  mtdblockd
 1178         1718  1300352542      0    0.0%  kirqd
 1189            0         1      4    0.0%  scsi_eh_0
 1190         1212   1120784      1    0.0%  usb-storage
 1497         2464   6566847      0    0.0%  cmond/0
 1498         1397   6566845      0    0.0%  cmond/1
 1714           58       420    138    0.0%  kjournald
 1722           32       186    175    0.0%  kjournald
 2495           14         4   3545    0.0%  jffs2_gcd_mtd2
 2554          691    186573      3    0.0%  kjournald
 2570          608       447   1361    0.0%  kjournald
 3058            0        21     35    0.0%  portmap
 3067           66     27375      2    0.0%  nfsd
 3068           73     27363      2    0.0%  nfsd
 3069           71     27363      2    0.0%  nfsd
 3070           70     27363      2    0.0%  nfsd
 3071           79     27363      2    0.0%  nfsd
 3072           65     27363      2    0.0%  nfsd
 3073           79     27365      2    0.0%  nfsd
 3074           73     27365      2    0.0%  nfsd
 3075            0         2     21    0.0%  lockd
 3076            0         1      3    0.0%  rpciod
 3081            0         1     64    0.0%  rpc.mountd
 3087            2         8    336    0.0%  rpc.statd
 3114          392  355040139      0    0.0%  sysmgr
 3768            0         1     13    0.0%  mping-thread
 4018          769   9852685      0    0.0%  insmod
 4482           13         5   2643    0.0%  xinetd
 4483            3         4    915    0.0%  tftpd
 4484         1291  605140479      0    0.0%  syslogd
 4485           86      1029     84    0.0%  sdwrapd
 4486          928  1318116761      0    0.0%  pfma
 4493         1959  49250095      0    0.0%  ls-notify-mts-t
 4499         2253  560660055      0    0.0%  usd_mts_kthread
 4506            0         1     41    0.0%  pfm_gem_hp_kern
 4510         1422  24915295      0    0.0%  vshd
 4511           51        11   4666    0.0%  smm
 4512          419  99451873      0    0.0%  psshelper
 4513          793   1690112      0    0.0%  lmgrd
 4514         2001  19992685      0    0.0%  licmgr
 4515         1800      1457   1236    0.0%  fs-daemon
 4516         1727  110226451      0    0.0%  feature-mgr
 4517         2339  19946531      0    0.0%  fcfwd
 4518          229      3904     58    0.0%  confcheck
 4519         2077  11233226      0    0.0%  capability
 4520         1719  99449033      0    0.0%  psshelper_gsvc
 4528          723   3442440      0    0.0%  cisco
 4531          174   9973485      0    0.0%  clis
 4533           32      1565     20    0.0%  klogd
 4534         1637  22803874      0    0.0%  port-profile
 4536         1425  11259941      0    0.0%  provision
 4540          938  21514026      0    0.0%  zschk
 4541          786  99539622      0    0.0%  xmlma
 4542         1536  22923225      0    0.0%  vmm
 4543         1980  22837988      0    0.0%  vdc_mgr
 4544         1026  49675805      0    0.0%  ttyd
 4545          603  12144017      0    0.0%  sysinfo
 4546          120  32838535      0    0.0%  sunnyvale
 4547          254   7261965      0    0.0%  sensor
 4549         1786   1899655      0    0.0%  res_mgr
 4550          169   2072279      0    0.0%  plugin
 4551         2163  28935733      0    0.0%  pltfm_config
 4552          785  19961163      0    0.0%  plog_sup
 4553          113  35886873      0    0.0%  pfstat
 4554         2149  12318490      0    0.0%  obfl
 4555          557       164   3397    0.0%  npacl
 4556         1953  10651945      0    0.0%  nohms
 4557          192   7399763      0    0.0%  mvsh
 4558         1129  98621266      0    0.0%  ledmgr
 4559         1512  55950944      0    0.0%  ifmgr
 4560          949  20455380      0    0.0%  idehsd
 4561          423  53252673      0    0.0%  evmc
 4562         1313  21559741      0    0.0%  ethpc
 4563            7  682276698      0    0.0%  eth_dstats
 4564           84       936     90    0.0%  core-dmon
 4565          433  3575960873      0    0.0%  carmelusd
 4566         1643  31725436      0    0.0%  btcm
 4567          488  49717199      0    0.0%  bootvar
 4568         1400  19812775      0    0.0%  bios_daemon
 4569         1468  26274261      0    0.0%  bcm_usd
 4570          124   9850664      0    0.0%  athertonusd
 4571         1046  12438251      0    0.0%  ascii-cfg
 4572         1498  99091561      0    0.0%  securityd
 4573         1271  99408721      0    0.0%  cert_enroll
 4574         1498  99476571      0    0.0%  aaa
 4577           64        27   2402    0.0%  l3vm
 4578          857  22965764      0    0.0%  monitor
 4579          138        52   2654    0.0%  mrib
 4580           79        90    880    0.0%  u6rib
 4582          100        57   1758    0.0%  urib
 4584            7        19    381    0.0%  core-client
 4585         1554  21679344      0    0.0%  qd
 4592         1726   2653870      0    0.0%  aclmgr
 4594          352  464383227      0    0.0%  eth_port_channel
 4595          176  1514947169      0    0.0%  fwm
 4596          746  213232383      0    0.0%  statsclient
 4604          496  1281376956      0    0.0%  snmpd
 4630         1671   7524978      0    0.0%  ipqosmgr
 4646         1552  100769899      0    0.0%  tacacs
 4647           55        67    830    0.0%  adjmgr
 4648         1005  22922381      0    0.0%  sal
 4649         2220  32517546      0    0.0%  ipfib
 4650         1745  24759681      0    0.0%  mfdm
 4651          377  23046633      0    0.0%  ufdm
 4652         2384  40908429      0    0.0%  afm
 4653          541   5500618      0    0.0%  m2rib
 4654         1898  37317720      0    0.0%  vlan_mgr
 4669           50        20   2500    0.0%  arp
 4670           54        39   1385    0.0%  icmpv6
 4671          180        91   1979    0.0%  netstack
 4706          852  99448123      0    0.0%  callhome
 4729         1134  353126542      0    0.0%  radius
 4730         2035  2288754940      0    0.0%  cfs
 4731          108        43   2531    0.0%  igmp
 4732           25       896     28    0.0%  ip_dummy
 4733           25       891     28    0.0%  ipv6_dummy
