

--------------------------------------------------------------------------------
Port          Native  Status        Port
              Vlan                  Channel
--------------------------------------------------------------------------------
Po321         110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Po322         295,3150
Po323         110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Po324         295,3150
Po325         110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Po326         295,3150
Po327         110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Po328         295,3150
Po329         110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Po1000        1,10,107,110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3000,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642,3850,3867,3950,3952-3954
Po1001        3006
Eth102/1/17   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth102/1/18   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth102/1/19   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598
Eth107/1/17   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/18   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
Eth107/1/19   110,129,139,145,167-169,171-172,174-180,182-184,187-191,193-194,199,293-295,701-702,708-709,796,3112-3115,3117-3118,3120-3121,3123,3128,3130-3131,3133,3136-3141,3143-3145,3147-3154,3156,3161-3162,3169-3170,3178,3180-3181,3183-3184,3198-3199,3203-3204,3300-3307,3318,3414,3428,3434,3555-3556,3598,3628,3630,3636,3642
