

PID    MemAlloc  MemLimit    MemUsed     StackBase/Ptr      Process
-----  --------  ----------  ----------  -----------------  ----------------
 9264  209072128  878577126   613126144   ffa52900/ffffffff  monitor
 9065  48189440  1294709017  584916992   ff8cc610/ffffffff  netstack
 9011  70365184  1187202137  570421248   ff96a380/ffffffff  arp
 8590   2633728  1460478553  533250048   ffbb70c0/ffffffff  ascii-cfg
 8423  64622592  1697306828  520253440   ffbb0580/ffffffff  port-profile
 8342  26279936  1026768371  479916032   fff519f0/ffffffff  vpc_config_sync
 9028  19292160  1099060723  471187456   ff8170e0/ffffffff  pktmgr
 8353  17010688  1384347008  470274048   ffa647a0/ffffffff  clis
 9112  19447808  900468992   460242944   ff92b430/ffffffff  snmpd
21854   2777088  838860800   454139904   ff9fc9d0/ffffffff  vsh
14226   2760704  1026768371  454090752   ffe61bc0/ffffffff  vsh
14236   2760704  1026768371  454090752   ff9d9c30/ffffffff  vsh
 9497  18980864  864159641   453939200   ffcf27f0/ffffffff  ethpm
 6714  27193344  0           452517888   ffad5c00/ffffffff  pdsd
 9520  14897152  1032675072  451518464   ffe40840/ffffffff  stp
 9177  73494528  906996428   448552960   ffc3ac30/ffffffff  lim
 9171  10293248  1052299558  446664704   ffae59b0/ffffffff  rpm
 9012   7344128  1051195276  445726720   ffd7c2d0/ffffffff  icmpv6
 9650  14352384  1050798080  444055552   ff95f6c0/ffffffff  eigrp
 9179  24416256  1282883212  443932672   fff7c970/ffffffff  igmp
28656  10084352  1041612275  442638336   ffd3c300/ffffffff  dhcp_snoop
 9642   6795264  1046117465  442413056   ffeb0250/ffffffff  hsrp_engine
 9646   9494528  969413836   441802752   ffcd3560/ffffffff  bfd
 9637  13328384  1152779635  440422400   ffb022b0/ffffffff  mrib
 9640   7086080  1041103142  436244480   ffc79e40/ffffffff  m6rib
 9228  22781952  1062766067  433950720   ffe19ab0/ffffffff  iscm
 8949  24608768  1056372620  433778688   ffb81290/ffffffff  adjmgr
 9634  23977984  1038847884  432234496   ffe5f2f0/ffffffff  ufdm
 9489  48381952  803001689   430899200   ffca0150/ffffffff  vlan_mgr
 9653   8810496  1003427584  429350912   ffacd250/ffffffff  mcastfwd
 9111   5361664  1037958233  427995136   ffff5c30/ffffffff  otm
 9110   3305472  1038061862  427094016   ffe2fac0/ffffffff  ntp
 9498  44138496  1637774336  426663936   ffc87e10/ffffffff  ipqosmgr
 5678  13475840  1325988428  422789120   ff9c96f0/ffffffff  ospf
 9633  15941632  986274764   420442112   ffd45410/ffffffff  vpc
 9494  21942272  1027043846  416673792   ff9da200/ffffffff  l2fm
 9178  12705792  1056770457  413392896   ffe5f970/ffffffff  l2rib
24198  39534592  854036761   413249536   ffdfb610/ffffffff  vntag_mgr
 9531  33329152  762182643   410390528   ffdf2dd0/ffffffff  aclqos
 8605   9138176  1328921164  410218496   fffa22e0/ffffffff  urib
 8950   7307264  1046027353  407482368   ff86a1f0/ffffffff  u6rib
 9169   7372800  1035841011  406536192   ffbe9c80/ffffffff  sla_sender
 7711  26447872  854302592   405774336   ffb6b550/ffffffff  pixmc
 8338  29888512  980238336   405757952   ffb6ec20/ffffffff  pixm_vl
 9106   3788800  870791449   403812352   ffbe1680/ffffffff  cdp
 9005   4747264  1048426790  403144704   ffa1e400/ffffffff  npacl
 9105   4096000  897034387   403091456   ffc5e5a0/ffffffff  radius
 9645   3354624  771660787   401911808   fff610c0/ffffffff  bfd_app
24199  24449024  774874918   401285120   ffb723e0/ffffffff  fex
 9176  24334336  812032742   401059840   ffbb3290/ffffffff  lldp
 6713  19062784  975376793   400211968   ffacc460/ffffffff  pixm_gl
 5940  25169920  0           399339520   ffb33910/ffffffff  platform
 7835  18051072  832847769   399204352   ffa28fa0/ffffffff  diag_port_lb
 9636   2945024  1036985024  397434880   ffdf73e0/ffffffff  sal
 7009  15257600  0           396288000   ffc878c0/ffffffff  xbar
 7718  10379264  766566592   395915264   ffc11f20/ffffffff  giscm
 7018  10469376  767383936   393740288   ffc0d210/ffffffff  ifmgr
 9183  13307904  967316838   391180288   ffd74600/ffffffff  adbm
 9180  16318464  777601299   391131136   ffe02ca0/ffffffff  eltm
 8924  10493952  1634305024  387854336   ffdc1400/ffffffff  aclmgr
 9638  10420224  1131185932  387182592   ff83b9e0/ffffffff  mfdm
 9702  12279808  1156610188  386449408   fff82640/ffffffff  m2rib
 9488   9003008  765937638   385998848   fff12ff0/ffffffff  eth_port_channel
 7706   8290304  824264223   385994752   ffabaeb0/ffffffff  sim
 9499   9388032  766464793   385388544   ffb5dab0/ffffffff  lacp
 7010   7057408  780616038   384491520   ffe9c850/ffffffff  module
 9107  11583488  1083093017  383459328   ffaa92c0/ffffffff  cfs
 8307  11497472  774869568   382930944   ffe67fd0/ffffffff  syslogd
 8604  10534912  1025227456  382869504   fff117d0/ffffffff  l3vm
 6894  12705792  668605836   382648320   ffb88630/ffffffff  diagclient
 9168   7487488  1403874560  380809216   ff9eb010/ffffffff  spm
 9173   6995968  1017721126  380633088   ffa05b60/ffffffff  plcmgr
 6864   3166208  737870425   380301312   ff99d060/ffffffff  clk_mgr
 7708   4120576  769234400   380289024   ffbdbd00/ffffffff  pltfm_config
 8600   4788224  774131987   380289024   fffd5d80/ffffffff  vman
 7714   3444736  751608000   380006400   ffa100b0/ffffffff  monitorc
 9707   5296128  799793702   379891712   ffbdadc0/ffffffff  interface-vlan
 6861   3698688  659752332   379858944   ff9dd8b0/ffffffff  diagmgr
 9639   3084288  755244019   379187200   fff73700/ffffffff  mcm
 4976  15867904  0           379150336   ffaf3de0/ffffffff  sysmgr
 8601   4747264  762220518   378753024   ffc8e750/ffffffff  vmm
 6721   4841472  0           377495552   ff9d4090/ffffffff  bloggerd
 9170   7770112  1016004492  377294848   ffa46300/ffffffff  sla_responder
 9174   5582848  1019464793  376885248   ffcedbb0/ffffffff  pfstat
 6841   2998272  825467596   376807424   fff9b460/ffffffff  vdc_mgr
 9172   5242880  829513625   376709120   ff81b7d0/ffffffff  plsm
