

PID    MemAlloc  MemLimit    MemUsed     StackBase/Ptr      Process
 9027   3739648  752806489   376381440   ffa15e10/ffffffff  ncpinframgr
 9128   4009984  769860678   376336384   ffebd4a0/ffffffff  tacacs
 8594   2965504  752887590   376111104   ffc76b40/ffffffff  evms
 8599   4411392  752644288   375889920   ffeba490/ffffffff  statsprofiler
 9184   3334144  1016518131  375779328   ff95f1b0/ffffffff  acllog
 8340   5951488  822585350   375726080   ffa088c0/ffffffff  session-mgr
 9635   2760704  753838272   375549952   ffcb19b0/ffffffff  u2
 9641   3993600  1016432524  375361536   ffcaad40/ffffffff  l2pt
 8591   3698688  750260825   374775808   ffeaab30/ffffffff  cli_acl
14304   3162112  1015738662  374296576   ffb33aa0/ffffffff  ecp
 8588   2605056  0           374116352   fff40c80/ffffffff  cert_enroll
14307   2904064  752225267   374083584   ff886d00/ffffffff  snmpmib_proc
 9143   2985984  852284083   373600256   ffc95ec0/ffffffff  callhome
 8341   3891200  1017694092  373551104   fffc9430/ffffffff  smm
 6848   3813376  754877516   373415936   ffa15030/ffffffff  res_mgr
 8337   3063808  0           372908032   ffbe2660/ffffffff  feature-mgr
 8589   2363392  0           372781056   ffc02a30/ffffffff  securityd
 6716   2117632  735176076   372420608   ffb55880/ffffffff  licmgr
 8598   2547712  765683987   372297728   ffb41840/ffffffff  sksd
 8343   3551232  959909632   372203520   ffd48bc0/ffffffff  vshd
 8587   2666496  0           372047872   ffa2e980/ffffffff  aaa
 8339   3260416  1038360716  371859456   ffdcbc70/ffffffff  psshelper
 6717   2015232  0           371822592   ffa26bc0/ffffffff  fs-daemon
 8771   2826240  1015851302  371560448   ffc23550/ffffffff  eem_policy_dir
 8592   2408448  1014260825  371499008   ffebae30/ffffffff  evmc
 8596   2330624  909558073   371302400   ffa7a150/ffffffff  mvsh
14387   3162112  472988876   371150848   fff0b470/ffffffff  dcos-xinetd
14308   1753088  0           371064832   fff02f00/ffffffff  fscm
 6850   4431872  736388083   370999296   ffd32ae0/ffffffff  pltfm_debug
14199   2269184  1017090342  370356224   ff8a5f50/ffffffff  ntpd
 9496   2650112  771801254   370225152   ffdb2d90/ffffffff  eth_dstats
14305   2457600  1013985984  369864704   ffce4540/ffffffff  xmpp
 8336   1982464  0           369639424   ffdb1040/ffffffff  confcheck
 8602   1708032  0           369192960   ff9a3bc0/ffffffff  xmlma
 6849   1986560  658346585   360325120   ffb499b0/ffffffff  plugin
 6844   6078464  751232486   281223168   ff90ce30/ffffffff  sysinfo
 8595    335872  0           276254720   ffc21e30/ffffffff  mping_server
 9108    290816  657082342   275357696   ffcd1b20/ffffffff  ip_dummy
 9109    290816  657082342   275357696   fffa2370/ffffffff  ipv6_dummy
14306    290816  657082342   275357696   ffc7bfb0/ffffffff  tcpudp_dummy
 8609    286720  774869568   6721536     ffd66c40/ffffffff  klogd

All processes: MemAlloc = 1632894976
